cell_id,zone_id,zone_name,latitude,longitude,population,rainfall_mm_day,flood_index,flood_severity,affected_rate,affected_population,evacuation_priority
Z03-021,Z03,Adyar,12.983374916132119,80.24030390881373,9769,9.6,1.013,High,0.026168376177719804,256,3-Medium
Z03-022,Z03,Adyar,13.034261501883444,80.22965674177605,9012,3.1,0.328,Low,0.01006819951784598,91,4-Low
Z03-023,Z03,Adyar,13.025853207874375,80.24414365372701,10250,10.3,1.1,High,0.030822504713910584,316,3-Medium
Z03-024,Z03,Adyar,13.009206056656165,80.26458541290854,7522,21.7,2.608,Severe,0.04317078565100229,325,1-Critical
Z03-025,Z03,Adyar,13.01166018734412,80.29047791700138,8347,8.2,0.884,Moderate,0.023807295460998933,199,3-Medium
Z03-026,Z03,Adyar,13.049833723433856,80.2389207983226,8076,10.4,1.284,High,0.03860264188834149,312,2-High
Z03-027,Z03,Adyar,13.030444604374514,80.25140548250825,10487,21.4,2.062,Severe,0.04090050798436101,429,1-Critical
Z03-028,Z03,Adyar,12.995266033706507,80.25708439169607,9177,10.7,1.351,Severe,0.04065655533669405,373,2-High
Z03-029,Z03,Adyar,13.027947879925225,80.23571804446291,7486,17.6,2.017,Severe,0.046973087913891716,352,1-Critical
Z03-030,Z03,Adyar,13.044707905592599,80.26800706537259,4932,3.3,0.376,Low,0.0156427573636037,77,4-Low
Z03-031,Z03,Adyar,13.018835875807445,80.24840898319383,9581,15.5,1.923,Severe,0.041591193167827584,398,1-Critical
Z03-032,Z03,Adyar,13.017870818554751,80.26605080429985,10734,8.4,0.976,Moderate,0.02229448118801778,239,3-Medium
Z03-033,Z03,Adyar,13.025994802226547,80.29811422421392,7429,9.2,1.11,High,0.02367770595922265,176,3-Medium
Z03-034,Z03,Adyar,13.022867364361685,80.23731356846649,10878,10.0,1.039,High,0.029140120697782063,317,3-Medium
Z03-035,Z03,Adyar,13.01560066868617,80.23842955326037,8862,10.9,1.353,Severe,0.02581108733895908,229,2-High
Z03-036,Z03,Adyar,13.008125825477025,80.27165302000498,7956,15.6,1.74,Severe,0.03872586394695967,308,1-Critical
Z03-037,Z03,Adyar,13.017384511953477,80.2816743878983,7812,9.4,0.947,Moderate,0.019579371567474118,153,3-Medium
Z03-038,Z03,Adyar,12.975789352182003,80.25312020236098,6341,2.8,0.342,Low,0.010424259657814856,66,4-Low
Z03-039,Z03,Adyar,13.00572477639243,80.26675966216142,6424,9.7,1.115,High,0.02903757757672501,187,3-Medium
Z03-040,Z03,Adyar,13.039959558729032,80.27742853649352,6101,2.8,0.35,Low,0.014030409356480577,86,4-Low
Z03-041,Z03,Adyar,12.98695660102834,80.2692815423395,10837,16.0,1.96,Severe,0.047163814099263214,511,1-Critical
Z03-042,Z03,Adyar,13.000099456121454,80.26855841162464,6294,10.7,1.316,High,0.04014897768633606,253,2-High
Z03-043,Z03,Adyar,13.00377183709053,80.24811841669079,8560,2.9,0.345,Low,0.02410750844543709,206,4-Low
Z03-044,Z03,Adyar,12.994078073680836,80.27076963033444,8976,3.4,0.367,Low,0.014803171879835255,133,4-Low
Z03-045,Z03,Adyar,13.00219227173118,80.27125290679936,8822,16.1,1.719,Severe,0.05586184579447308,493,1-Critical
Z03-046,Z03,Adyar,13.02316739299042,80.25271583156282,9767,7.8,0.735,Moderate,0.02022365184379535,198,4-Low
Z03-047,Z03,Adyar,13.018088708563274,80.2644036878861,11069,3.2,0.344,Low,0.016247436872860798,180,4-Low
Z03-048,Z03,Adyar,12.993117452155714,80.25439413409637,8383,8.5,1.042,High,0.027360560605201815,229,3-Medium
Z03-049,Z03,Adyar,13.005733750322042,80.24123687551962,8392,3.5,0.35,Low,0.005,42,4-Low
Z03-050,Z03,Adyar,12.99599624382391,80.26798044210575,11104,18.1,1.983,Severe,0.03976571269845487,442,1-Critical
Z03-051,Z03,Adyar,13.00067185228532,80.26434506153228,7306,9.4,1.131,High,0.03245797982613194,237,3-Medium
Z03-052,Z03,Adyar,13.003541080697493,80.21208598995253,9140,11.3,1.407,Severe,0.030723080640023867,281,2-High
Z03-053,Z03,Adyar,12.989658842401111,80.26629213306734,11144,11.3,1.347,High,0.03651465908685247,407,2-High
Z03-054,Z03,Adyar,13.027357442681884,80.24422001756248,7025,2.7,0.282,Low,0.01915149101419589,135,4-Low
Z03-055,Z03,Adyar,13.048713164984598,80.25740053260202,12398,8.2,1.001,High,0.02034683626328349,252,3-Medium
Z03-056,Z03,Adyar,13.033761120440097,80.2343133351646,8270,20.8,2.571,Severe,0.05725989854595542,474,1-Critical
Z03-057,Z03,Adyar,12.998235636007525,80.21944185379458,7062,11.0,1.322,High,0.030671438079054224,217,2-High
Z03-058,Z03,Adyar,13.036598538470239,80.2430618467175,9246,2.7,0.289,Low,0.01059362352984038,98,4-Low
Z03-059,Z03,Adyar,13.006977029958984,80.2689416438719,7119,3.0,0.355,Low,0.016925528088903775,120,4-Low
Z03-060,Z03,Adyar,12.963031921660605,80.25674605836517,7760,8.5,0.89,Moderate,0.02867655554179415,223,3-Medium
Z03-061,Z03,Adyar,13.022789359633112,80.25368161523804,10618,10.0,1.263,High,0.040276939466002915,428,2-High
Z03-062,Z03,Adyar,13.023553915192723,80.23541358613798,7208,3.0,0.303,Low,0.01260552681372752,91,4-Low
Z03-063,Z03,Adyar,13.030315120744099,80.21729336990558,8700,10.4,1.249,High,0.027689614044497456,241,2-High
Z03-064,Z03,Adyar,13.018946570330103,80.23772954588972,11067,3.1,0.327,Low,0.008417540677855991,93,4-Low
Z03-065,Z03,Adyar,13.02756253543326,80.2842678424296,10710,14.1,1.711,Severe,0.04049828050129249,434,1-Critical
Z03-066,Z03,Adyar,13.031616751721277,80.27392352037984,8368,2.6,0.285,Low,0.018215399169255,152,4-Low
Z03-067,Z03,Adyar,13.02013431124584,80.24622588610605,17789,2.5,0.31,Low,0.018583790975718172,331,4-Low
Z03-068,Z03,Adyar,12.997433484425295,80.21564607793357,10530,2.5,0.239,Low,0.005,53,4-Low
Z03-069,Z03,Adyar,12.98387724107557,80.26888730534108,10128,8.9,0.873,Moderate,0.016457680724454082,167,3-Medium
Z03-070,Z03,Adyar,12.991016549814512,80.26679377967538,8101,17.1,1.736,Severe,0.04499987152952379,365,1-Critical
Z03-071,Z03,Adyar,13.032198474497607,80.28072022521258,11069,9.8,1.131,High,0.028636041020081483,317,3-Medium
Z03-072,Z03,Adyar,12.999542777312477,80.27759666634311,8568,3.5,0.404,Low,0.01105762402590783,95,4-Low
Z03-073,Z03,Adyar,13.007451414277122,80.29199895315048,9273,14.6,1.366,Severe,0.034318976353494644,318,2-High
Z03-074,Z03,Adyar,13.024366945565511,80.23737774592539,6648,2.3,0.216,Low,0.02109909694630187,140,4-Low
Z03-075,Z03,Adyar,13.015423645731417,80.25052812434983,6139,8.1,0.917,Moderate,0.019314578570917784,119,3-Medium
Z03-076,Z03,Adyar,13.010764229318612,80.27725695309135,14497,2.6,0.288,Low,0.019647365721382096,285,4-Low
Z03-077,Z03,Adyar,12.996972766770693,80.25914041044351,8192,10.7,1.14,High,0.036097431960863735,296,3-Medium
Z03-078,Z03,Adyar,12.995023038661044,80.28719021916952,10779,11.6,1.346,High,0.03667408650453731,395,2-High
Z03-079,Z03,Adyar,12.983576255377308,80.24938325457968,9111,10.3,1.203,High,0.034959494507650755,319,2-High
Z03-080,Z03,Adyar,13.021868154545365,80.25367440909918,8672,14.0,1.681,Severe,0.0445468246181276,386,1-Critical
Z03-081,Z03,Adyar,13.012304601071298,80.2435048506334,7611,15.6,1.904,Severe,0.049542739122214935,377,1-Critical
Z03-082,Z03,Adyar,13.02960851075057,80.29362855823804,7113,10.0,0.982,Moderate,0.028162696356000005,200,3-Medium
Z03-083,Z03,Adyar,12.984613582479177,80.22517336866096,10781,3.5,0.372,Low,0.014221592502543593,153,4-Low
Z03-084,Z03,Adyar,13.070289324391652,80.2504263664826,9036,16.1,1.874,Severe,0.048317612806084265,437,1-Critical
Z03-085,Z03,Adyar,13.010007452580977,80.24833006838455,7650,2.4,0.276,Low,0.015760718151371318,121,4-Low
Z03-086,Z03,Adyar,12.98133459794715,80.25661870514585,6333,9.4,1.173,High,0.04449224654653711,282,2-High
Z03-087,Z03,Adyar,13.010177264889814,80.24259298056622,6171,2.8,0.29,Low,0.01802297389245504,111,4-Low
Z03-088,Z03,Adyar,12.998830404663098,80.23335817467435,7818,10.9,1.267,High,0.037716582239523844,295,2-High
Z03-089,Z03,Adyar,13.033697462278957,80.25478069452873,8243,3.1,0.337,Low,0.014292476922170451,118,4-Low
Z03-090,Z03,Adyar,12.997584300108917,80.25988396208507,9976,9.7,1.065,High,0.02507844870673115,250,3-Medium
Z03-091,Z03,Adyar,12.965723113403634,80.26509642119126,5277,14.0,1.641,Severe,0.0399523943148964,211,1-Critical
Z03-092,Z03,Adyar,12.980543112503273,80.22859579359486,12472,2.6,0.305,Low,0.014609120417379492,182,4-Low
Z03-093,Z03,Adyar,13.040490694034153,80.25382357708938,12241,10.9,1.203,High,0.025073914855835565,307,2-High
Z03-094,Z03,Adyar,13.019947068718402,80.27101972051095,13465,9.1,0.851,Moderate,0.02689716881615377,362,3-Medium
Z03-095,Z03,Adyar,13.004862230664543,80.25975531159422,10014,9.0,0.915,Moderate,0.032473621015397296,325,3-Medium
Z03-096,Z03,Adyar,13.023897894661706,80.25713527564342,5806,3.0,0.31,Low,0.015521480448899335,90,4-Low
Z03-097,Z03,Adyar,12.983770430538083,80.26140217384332,7340,17.1,2.128,Severe,0.05195957289692977,381,1-Critical
Z03-098,Z03,Adyar,13.014978225376268,80.24552388126838,11785,2.5,0.301,Low,0.013503335534906147,159,4-Low
Z03-099,Z03,Adyar,12.970659219607878,80.24285312534937,8326,10.6,1.224,High,0.027826933876587766,232,2-High
Z03-100,Z03,Adyar,13.008238443757271,80.22890759784144,8268,14.0,1.498,Severe,0.039037402157635105,323,2-High
Z04-001,Z04,Velachery,12.974174433955382,80.18663116354054,9954,3.0,0.429,Low,0.015206542228654613,151,4-Low
Z04-002,Z04,Velachery,12.97644952390884,80.2107206538343,11976,3.0,0.325,Low,0.012688630993521214,152,4-Low
Z04-003,Z04,Velachery,13.002952014637957,80.19544209177263,9399,19.2,2.32,Severe,0.05166649726966992,486,1-Critical
Z04-004,Z04,Velachery,12.989512280825222,80.20179358957026,13911,3.1,0.387,Low,0.02478049511227573,345,4-Low
Z04-005,Z04,Velachery,12.961746503877503,80.2390240240655,10861,2.3,0.309,Low,0.022186385758052634,241,4-Low
Z04-006,Z04,Velachery,13.016251054013377,80.21381508258936,8343,2.7,0.297,Low,0.017944950084615847,150,4-Low
Z04-007,Z04,Velachery,12.998605640478996,80.18612176016254,8413,19.9,2.357,Severe,0.05654861143461562,476,1-Critical
Z04-008,Z04,Velachery,13.004762874002925,80.20934086639483,8221,7.7,1.072,High,0.035238783194379904,290,3-Medium
Z04-009,Z04,Velachery,12.974756694556083,80.1945876204364,10208,11.5,1.319,High,0.034169583932847095,349,2-High
Z04-010,Z04,Velachery,12.972980180775265,80.20813506892303,10946,16.1,1.901,Severe,0.04206117345517365,460,1-Critical
Z04-011,Z04,Velachery,12.97236683774902,80.19043708360863,8041,10.2,1.115,High,0.03550902563772466,286,3-Medium
Z04-012,Z04,Velachery,12.968508492560137,80.24847446203223,12939,3.5,0.375,Low,0.011511028877447822,149,4-Low
Z04-013,Z04,Velachery,12.967981652172337,80.2518410681275,12290,10.6,1.147,High,0.039437417699022315,485,3-Medium
Z04-014,Z04,Velachery,12.98903836763119,80.20374599965955,12900,11.5,1.562,Severe,0.03560886890314892,459,1-Critical
Z04-015,Z04,Velachery,12.995083161986017,80.20710843241945,9126,2.9,0.415,Low,0.02298811808219629,210,4-Low
Z04-016,Z04,Velachery,12.975876913614348,80.2001523059682,9327,2.8,0.388,Low,0.005,47,4-Low
Z04-017,Z04,Velachery,12.96657981412021,80.2102109186522,15302,11.1,1.557,Severe,0.03695765805494671,566,1-Critical
Z04-018,Z04,Velachery,12.98658101509399,80.16884468697364,10218,2.8,0.379,Low,0.006506507138622438,66,4-Low
Z04-019,Z04,Velachery,12.960082098298587,80.19035441349322,9897,10.5,1.481,Severe,0.024655432480364423,244,2-High
Z04-020,Z04,Velachery,12.960695316437414,80.24735537480935,10888,9.9,1.17,High,0.04147441469959489,452,2-High
Z04-021,Z04,Velachery,12.97240943925061,80.2241168552465,12285,15.2,1.726,Severe,0.04495348988828493,552,1-Critical
Z04-022,Z04,Velachery,12.989983366197087,80.207541038565,10366,2.5,0.345,Low,0.01428025745367159,148,4-Low
Z04-023,Z04,Velachery,12.997596175104817,80.21552686557862,11280,2.6,0.315,Low,0.017087269341780793,193,4-Low
Z04-024,Z04,Velachery,12.977023213772561,80.21247306139152,9460,10.3,1.344,High,0.035123795131017065,332,2-High
Z04-025,Z04,Velachery,12.983964066149127,80.20908413865894,10221,2.9,0.315,Low,0.013371714963180435,137,4-Low
Z04-026,Z04,Velachery,12.97740014459274,80.20542816381474,7392,9.7,1.13,High,0.0483281426228088,357,3-Medium
Z04-027,Z04,Velachery,12.958837282142573,80.20363325928959,7495,2.6,0.329,Low,0.009619419718278567,72,4-Low
Z04-028,Z04,Velachery,12.977721697718238,80.199705893442,6935,3.2,0.432,Low,0.02104401792663468,146,4-Low
Z04-029,Z04,Velachery,12.986654854999093,80.249678784973,7938,10.5,1.353,Severe,0.03372330734029156,268,2-High
Z04-030,Z04,Velachery,12.986853591848138,80.24160219374981,10055,9.0,1.055,High,0.03365676551011374,338,3-Medium
Z04-031,Z04,Velachery,13.009551294118188,80.20485536011135,9456,3.1,0.443,Low,0.0116199388233182,110,4-Low
Z04-032,Z04,Velachery,12.958879807772876,80.20183352489906,7612,7.7,0.863,Moderate,0.027715445016293316,211,3-Medium
Z04-033,Z04,Velachery,13.007094039822626,80.18044035502423,11607,2.4,0.306,Low,0.014782719190658714,172,4-Low
Z04-034,Z04,Velachery,13.005213861317372,80.23241262920122,12594,9.4,1.229,High,0.026834798325436084,338,2-High
Z04-035,Z04,Velachery,12.958459699644372,80.23108019720594,12038,2.8,0.325,Low,0.00834026532869046,100,4-Low
Z04-036,Z04,Velachery,12.982111386136152,80.19427293559997,10405,9.5,1.255,High,0.031166961013218846,324,2-High
Z04-037,Z04,Velachery,13.014837196655018,80.20756634960934,7263,14.9,1.973,Severe,0.0490715858748652,356,1-Critical
Z04-038,Z04,Velachery,12.963955098077381,80.22041522837111,10119,11.2,1.508,Severe,0.03376336969907368,342,1-Critical
Z04-039,Z04,Velachery,13.015374751037074,80.19398768358676,13079,18.2,2.584,Severe,0.06068935048866597,794,1-Critical
Z04-040,Z04,Velachery,12.97393876379671,80.26348843418464,14621,9.8,1.368,Severe,0.040973057474088415,599,2-High
Z04-041,Z04,Velachery,12.982098151758503,80.20336889857288,9496,11.2,1.273,High,0.036089720254569926,343,2-High
Z04-042,Z04,Velachery,12.980201464835273,80.19791718232658,8037,8.4,0.94,Moderate,0.024445789891065217,196,3-Medium
Z04-043,Z04,Velachery,12.983120574729984,80.21998739078204,11321,2.9,0.323,Low,0.01519280776985034,172,4-Low
Z04-044,Z04,Velachery,12.948534783702359,80.22081829898697,7956,8.6,1.219,High,0.035051143093613346,279,2-High
Z04-045,Z04,Velachery,12.978503594916948,80.22023164346352,9903,15.3,1.771,Severe,0.035041511380708004,347,1-Critical
Z04-046,Z04,Velachery,12.937275964874871,80.21638000447585,7689,8.9,1.035,High,0.024300737945897356,187,3-Medium
Z04-047,Z04,Velachery,12.987154493004816,80.24759949829992,11906,2.6,0.301,Low,0.019288231078028132,230,4-Low
Z04-048,Z04,Velachery,12.977974644607588,80.2221579907912,9908,11.4,1.412,Severe,0.040560502709007275,402,2-High
Z04-049,Z04,Velachery,12.979148802106044,80.20566437640025,11219,19.2,2.684,Severe,0.06321158073705924,709,1-Critical
Z04-050,Z04,Velachery,12.99814020494869,80.19101313305686,14835,8.6,0.974,Moderate,0.04033620942534044,598,3-Medium
Z04-051,Z04,Velachery,13.009735358280569,80.23655735825355,9751,10.2,1.308,High,0.041608280389609884,406,2-High
Z04-052,Z04,Velachery,12.999972158962697,80.23653213375154,9366,18.0,2.534,Severe,0.054403825184398125,510,1-Critical
Z04-053,Z04,Velachery,12.976914473202047,80.2519018054303,9820,11.8,1.649,Severe,0.04310335037552851,423,1-Critical
Z04-054,Z04,Velachery,13.008694141360477,80.19174033154823,7655,11.4,1.4,Severe,0.03992017897374455,306,2-High
Z04-055,Z04,Velachery,12.954992927011965,80.21953204654736,9429,10.9,1.331,High,0.02729313967897126,257,2-High
Z04-056,Z04,Velachery,12.95057201172342,80.24171034078893,11640,2.5,0.298,Low,0.03106620634084206,362,4-Low
Z04-057,Z04,Velachery,12.972061057119728,80.21502983281898,8010,8.1,1.08,High,0.03500160224088417,280,3-Medium
Z04-058,Z04,Velachery,12.987392742324056,80.25200651318328,11851,19.0,2.132,Severe,0.05564931919762015,660,1-Critical
Z04-059,Z04,Velachery,12.9992757474114,80.18899348837014,8868,11.4,1.635,Severe,0.04263947637785413,378,1-Critical
Z04-060,Z04,Velachery,12.967974964615987,80.21565003178705,9878,3.5,0.416,Low,0.020590887976410538,203,4-Low
Z04-061,Z04,Velachery,12.978570180450486,80.2188736374542,11277,11.8,1.592,Severe,0.03458628215226296,390,1-Critical
Z04-062,Z04,Velachery,12.991366796793244,80.2286112834404,9999,21.5,2.77,Severe,0.0691796999097169,692,1-Critical
Z04-063,Z04,Velachery,12.96940188377065,80.19490798069106,8677,16.7,1.906,Severe,0.03887536102158489,337,1-Critical
Z04-064,Z04,Velachery,12.959804075807748,80.23030116072117,7457,3.5,0.496,Low,0.021059153299033188,157,4-Low
Z04-065,Z04,Velachery,13.02874990609341,80.24952676707927,7472,14.5,1.951,Severe,0.03941956835971043,295,1-Critical
Z04-066,Z04,Velachery,12.971602164087063,80.23092103706828,7525,10.1,1.247,High,0.0328595259546521,247,2-High
Z04-067,Z04,Velachery,12.979700569809276,80.20724946309716,11488,11.6,1.414,Severe,0.02621167118747411,301,2-High
Z04-068,Z04,Velachery,12.961789140182164,80.18862047752847,12064,8.7,1.195,High,0.032307837601973866,390,2-High
Z04-069,Z04,Velachery,12.94932573078824,80.2705544354221,7660,20.3,2.903,Severe,0.06609004032559704,506,1-Critical
Z04-070,Z04,Velachery,12.99034415034833,80.26002839013255,9012,20.1,2.434,Severe,0.05395771342347604,486,1-Critical
Z04-071,Z04,Velachery,12.95970541992629,80.23245465117839,8671,10.9,1.327,High,0.028278624065913978,245,2-High
Z04-072,Z04,Velachery,12.987962217256104,80.20223101555733,10742,17.0,2.333,Severe,0.04924707723349367,529,1-Critical
Z04-073,Z04,Velachery,12.942745676716294,80.24297893519952,12672,11.1,1.393,Severe,0.04164407104414124,528,2-High
Z04-074,Z04,Velachery,12.973941047883434,80.22108950210793,6786,3.0,0.371,Low,0.005,34,4-Low
Z04-075,Z04,Velachery,12.97432785029668,80.19252806009456,8973,3.2,0.372,Low,0.021136515438206622,190,4-Low
Z04-076,Z04,Velachery,13.036905079025361,80.21366659352637,6041,3.1,0.372,Low,0.005,30,4-Low
Z04-077,Z04,Velachery,12.943403671311447,80.23558505327016,9963,10.7,1.35,High,0.03315142526591276,330,2-High
Z04-078,Z04,Velachery,13.002481344295745,80.17613120341397,7976,9.4,1.185,High,0.02952143225689894,235,2-High
Z04-079,Z04,Velachery,12.98511632887075,80.2308435423963,9608,9.0,1.086,High,0.02629426547027129,253,3-Medium
Z04-080,Z04,Velachery,12.97226307890949,80.22347414680189,6692,3.4,0.487,Low,0.01430872788828106,96,4-Low
Z04-081,Z04,Velachery,12.985764641140122,80.20768364433573,7417,9.2,1.016,High,0.01887874888806843,140,3-Medium
Z04-082,Z04,Velachery,12.960810381145714,80.23238357557615,8291,7.8,1.042,High,0.026698789253404177,221,3-Medium
Z04-083,Z04,Velachery,12.97446544783105,80.21994397536777,12987,17.3,1.917,Severe,0.0472012489342218,613,1-Critical
Z04-084,Z04,Velachery,12.991564863993288,80.18455580413008,9336,2.8,0.336,Low,0.006441670504108793,60,4-Low
Z04-085,Z04,Velachery,12.979547831205457,80.23113366716862,10217,2.6,0.287,Low,0.01346210355198334,138,4-Low
Z04-086,Z04,Velachery,12.994900406357315,80.21793097322262,13447,17.4,2.08,Severe,0.051189531136558906,688,1-Critical
Z04-087,Z04,Velachery,12.984142259682702,80.19154228487994,15625,2.3,0.294,Low,0.015718502489091332,246,4-Low
Z04-088,Z04,Velachery,12.980952151127976,80.17776884538857,8519,20.9,2.381,Severe,0.047800861582197623,407,1-Critical
Z04-089,Z04,Velachery,12.989208526535117,80.18937425857979,9544,11.8,1.536,Severe,0.037995976786321245,363,1-Critical
Z04-090,Z04,Velachery,12.981265614489512,80.21405876021969,8456,3.1,0.341,Low,0.014192344574442083,120,4-Low
Z04-091,Z04,Velachery,12.993800604053686,80.21534915908822,9347,3.3,0.368,Low,0.012730383789687327,119,4-Low
Z04-092,Z04,Velachery,12.969771234355438,80.22589599829142,8306,2.8,0.371,Low,0.016696707002301428,139,4-Low
Z04-093,Z04,Velachery,12.973964795399572,80.23359325049687,7285,9.9,1.206,High,0.038316918331784536,279,2-High
Z04-094,Z04,Velachery,12.995790217449406,80.23694014637653,12240,3.1,0.388,Low,0.01796996426480251,220,4-Low
Z04-095,Z04,Velachery,12.965573824506874,80.19769126725214,10355,17.8,2.154,Severe,0.050333450450178854,521,1-Critical
Z04-096,Z04,Velachery,12.976995352797578,80.21515136302136,14310,3.5,0.394,Low,0.018606511842079478,266,4-Low
Z04-097,Z04,Velachery,12.990219650376982,80.27009528902542,14033,10.4,1.383,Severe,0.030207858029427076,424,2-High
Z04-098,Z04,Velachery,12.999120985069569,80.22165152757715,12055,3.1,0.352,Low,0.021065509449595458,254,4-Low
Z04-099,Z04,Velachery,12.983848577964048,80.20620862201328,8540,9.8,1.278,High,0.02931830998398052,250,2-High
Z04-100,Z04,Velachery,12.969798851821102,80.23706839852355,9192,8.8,1.214,High,0.02499586037609511,230,2-High
Z05-001,Z05,South-West Chennai,13.009172383550984,80.18229230570363,8262,9.8,0.837,Moderate,0.024613430291687135,203,3-Medium
Z05-002,Z05,South-West Chennai,13.020674083368407,80.18501308547448,6459,3.5,0.285,Low,0.014289365390087034,92,4-Low
Z05-003,Z05,South-West Chennai,13.016277860691693,80.1599276776881,8414,2.8,0.282,Low,0.015039089496408727,127,4-Low
Z05-004,Z05,South-West Chennai,13.011366312944157,80.18148037156394,9397,2.9,0.244,Low,0.006417558465299112,60,4-Low
Z05-005,Z05,South-West Chennai,13.000257353909104,80.19848879440084,14708,3.1,0.307,Low,0.005,74,4-Low
Z05-006,Z05,South-West Chennai,13.064585838864566,80.16798743030895,6960,2.7,0.272,Low,0.006561078194828976,46,4-Low
Z05-007,Z05,South-West Chennai,12.98603499514274,80.17485915705684,6049,2.9,0.258,Low,0.005944363388749612,36,4-Low
Z05-008,Z05,South-West Chennai,13.00622285894895,80.19050952248195,7521,15.9,1.675,Severe,0.04479258780006652,337,1-Critical
Z05-009,Z05,South-West Chennai,13.000558813820916,80.20320391922755,7442,2.3,0.211,Low,0.025622133005849437,191,4-Low
Z05-010,Z05,South-West Chennai,12.992163678452613,80.1525901536529,7080,9.8,0.998,Moderate,0.026698180991717613,189,3-Medium
Z05-011,Z05,South-West Chennai,13.05164622661975,80.22021975406301,6289,20.3,1.986,Severe,0.041778425258834746,263,1-Critical
Z05-012,Z05,South-West Chennai,13.041379903637887,80.1939056270717,10485,2.9,0.297,Low,0.016930125028553823,178,4-Low
Z05-013,Z05,South-West Chennai,12.999341739545002,80.16723411143163,8733,8.6,0.736,Moderate,0.027494909882291252,240,4-Low
Z05-014,Z05,South-West Chennai,13.004402328244252,80.15734936920734,9717,11.3,1.039,High,0.020479865357661144,199,3-Medium
Z05-015,Z05,South-West Chennai,13.020290025180632,80.17378060136677,6413,19.7,1.658,Severe,0.035076934999223985,225,1-Critical
Z05-016,Z05,South-West Chennai,13.006033927923784,80.18995833496979,11387,11.4,0.962,Moderate,0.025114169429056175,286,3-Medium
Z05-017,Z05,South-West Chennai,13.005446467032824,80.18628855706788,8876,9.4,0.987,Moderate,0.030817330625902292,274,3-Medium
Z05-018,Z05,South-West Chennai,12.982550826488433,80.21173026751697,8995,2.4,0.195,Low,0.023306689570487142,210,4-Low
Z05-019,Z05,South-West Chennai,13.003661489445184,80.1991625442029,6326,11.1,1.082,High,0.026855968312440723,170,3-Medium
Z05-020,Z05,South-West Chennai,12.983212804198864,80.16756562396252,5998,18.3,1.945,Severe,0.04766047426192922,286,1-Critical
Z05-021,Z05,South-West Chennai,13.028261439755951,80.17165520065855,8468,19.3,2.08,Severe,0.047955471474368114,406,1-Critical
Z05-022,Z05,South-West Chennai,13.04239497397192,80.14877743155377,8072,11.9,1.249,High,0.034330483868972715,277,2-High
Z05-023,Z05,South-West Chennai,13.009022311922616,80.18829375251492,6841,11.1,0.9,Moderate,0.01902921182060409,130,3-Medium
Z05-024,Z05,South-West Chennai,13.034158675066422,80.17483824228884,6638,10.2,0.984,Moderate,0.024878744827030373,165,3-Medium
Z05-025,Z05,South-West Chennai,13.007333883748354,80.17095645819292,7463,8.3,0.694,Moderate,0.02315864529772757,173,4-Low
Z05-026,Z05,South-West Chennai,13.008478732256261,80.22043389794277,7223,10.9,1.152,High,0.038282691802585235,277,2-High
Z05-027,Z05,South-West Chennai,13.008383351601784,80.16261473649743,10389,8.9,0.747,Moderate,0.026803093628740653,278,4-Low
Z05-028,Z05,South-West Chennai,13.024276739436113,80.1799421955954,7043,16.7,1.382,Severe,0.04046427672538483,285,2-High
Z05-029,Z05,South-West Chennai,13.043206601641625,80.17107581940253,5938,20.7,1.824,Severe,0.03848995628490287,229,1-Critical
Z05-030,Z05,South-West Chennai,13.026250170957546,80.15565283079013,10782,17.8,1.861,Severe,0.04873660665618442,525,1-Critical
Z05-031,Z05,South-West Chennai,13.044315611575875,80.18884611734093,7399,9.5,0.777,Moderate,0.01855993661744299,137,3-Medium
Z05-032,Z05,South-West Chennai,13.017019376536632,80.1843378744837,9629,2.5,0.234,Low,0.011710019825125859,113,4-Low
Z05-033,Z05,South-West Chennai,13.022055121090153,80.19681564147565,9950,11.2,0.917,Moderate,0.02508299254880676,250,3-Medium
Z05-034,Z05,South-West Chennai,12.997719613735006,80.1945779214128,6851,20.1,1.708,Severe,0.04882188719093904,334,1-Critical
Z05-035,Z05,South-West Chennai,13.040054211831924,80.21056349113569,9251,2.3,0.202,Low,0.017981457648317614,166,4-Low
Z05-036,Z05,South-West Chennai,13.040747328828699,80.16137750483595,10957,3.5,0.329,Low,0.012840383506598555,141,4-Low
Z05-037,Z05,South-West Chennai,13.014464815720942,80.18780712106981,7898,11.3,1.01,High,0.03962912120627095,313,3-Medium
Z05-038,Z05,South-West Chennai,13.032847672882571,80.17748842636453,13211,9.6,0.775,Moderate,0.021184431039624564,280,3-Medium
Z05-039,Z05,South-West Chennai,13.02185883652998,80.16900390359086,7842,10.2,0.879,Moderate,0.017625795147681908,138,3-Medium
Z05-040,Z05,South-West Chennai,13.01871618373559,80.18450530052594,10056,2.9,0.304,Low,0.014452744028480062,145,4-Low
Z05-041,Z05,South-West Chennai,13.036845023194331,80.20860976347174,6209,10.5,0.919,Moderate,0.034465622957556036,214,3-Medium
Z05-042,Z05,South-West Chennai,13.041078750375725,80.18529570731864,8348,2.8,0.237,Low,0.020234258112549263,169,4-Low
Z05-043,Z05,South-West Chennai,13.017783112036714,80.17440223428424,10053,10.4,1.049,High,0.031023967875722428,312,3-Medium
Z05-044,Z05,South-West Chennai,13.015458345619777,80.18549133287024,8071,19.6,1.973,Severe,0.03123342268992159,252,1-Critical
