incident_id,zone_id,zone_name,latitude,longitude,incident_type,severity,timestamp
I00826,Z03,Adyar,12.996705,80.271865,Water Rescue,High,2026-09-24 00:25:00
I00827,Z05,South-West Chennai,12.979966,80.169731,Water Rescue,Low,2026-09-24 06:44:00
I00828,Z04,Velachery,12.975135,80.183593,Household Evacuation,Critical,2026-09-24 04:24:00
I00829,Z03,Adyar,13.000059,80.251762,Household Evacuation,Moderate,2026-09-24 01:21:00
I00830,Z05,South-West Chennai,13.03766,80.214008,Household Evacuation,High,2026-09-24 10:10:00
I00831,Z02,Central Chennai,13.065732,80.276885,Flooded Road,Moderate,2026-09-24 09:10:00
I00832,Z03,Adyar,13.03689,80.247129,Water Rescue,Moderate,2026-09-24 08:36:00
I00833,Z03,Adyar,12.997575,80.222906,Flooded Road,Critical,2026-09-24 19:40:00
I00834,Z05,South-West Chennai,13.022991,80.192876,Household Evacuation,Moderate,2026-09-24 23:05:00
I00835,Z04,Velachery,13.021551,80.21229,Household Evacuation,Moderate,2026-09-24 04:15:00
I00836,Z03,Adyar,13.027199,80.228362,Water Rescue,Moderate,2026-09-24 14:20:00
I00837,Z02,Central Chennai,13.074456,80.263329,Household Evacuation,High,2026-09-24 21:07:00
I00838,Z03,Adyar,13.000709,80.270435,Flooded Road,Moderate,2026-09-24 16:19:00
I00839,Z01,North Chennai,13.099578,80.266668,Flooded Road,Moderate,2026-09-24 00:18:00
I00840,Z02,Central Chennai,13.106859,80.251153,Household Evacuation,High,2026-09-24 08:30:00
I00841,Z05,South-West Chennai,13.024055,80.172847,Medical Emergency,Moderate,2026-09-24 04:22:00
I00842,Z03,Adyar,13.031158,80.252055,Water Rescue,Low,2026-09-24 04:02:00
I00843,Z04,Velachery,12.936942,80.238442,Flooded Road,Critical,2026-09-24 15:29:00
I00844,Z01,North Chennai,13.124445,80.273037,Medical Emergency,Critical,2026-09-24 23:46:00
I00845,Z01,North Chennai,13.142718,80.303452,Medical Emergency,Critical,2026-09-24 19:44:00
I00846,Z03,Adyar,13.009202,80.243929,Household Evacuation,Critical,2026-09-24 08:04:00
I00847,Z05,South-West Chennai,13.028182,80.180379,Shelter Request,Moderate,2026-09-24 22:39:00
I00848,Z03,Adyar,13.002374,80.249,Water Rescue,Critical,2026-09-24 17:30:00
I00849,Z05,South-West Chennai,13.009804,80.187957,Flooded Road,Critical,2026-09-24 15:04:00
I00850,Z05,South-West Chennai,13.005049,80.157176,Household Evacuation,High,2026-09-24 09:19:00
I00851,Z05,South-West Chennai,12.99312,80.147516,Flooded Road,High,2026-09-24 17:19:00
I00852,Z05,South-West Chennai,13.015156,80.168503,Water Rescue,Moderate,2026-09-24 09:47:00
I00853,Z02,Central Chennai,13.073034,80.266973,Medical Emergency,Low,2026-09-24 18:49:00
I00854,Z02,Central Chennai,13.081926,80.256217,Water Rescue,High,2026-09-24 22:31:00
I00855,Z03,Adyar,13.005831,80.224306,Shelter Request,Critical,2026-09-24 19:08:00
I00856,Z05,South-West Chennai,13.0178,80.186849,Shelter Request,Low,2026-09-24 09:12:00
I00857,Z04,Velachery,12.95105,80.270056,Water Rescue,Low,2026-09-24 22:47:00
I00858,Z03,Adyar,12.987932,80.269583,Flooded Road,Critical,2026-09-24 00:22:00
I00859,Z04,Velachery,12.962733,80.190829,Medical Emergency,Low,2026-09-24 17:52:00
I00860,Z02,Central Chennai,13.063166,80.247375,Water Rescue,Moderate,2026-09-24 22:37:00
I00861,Z01,North Chennai,13.082993,80.257805,Medical Emergency,High,2026-09-24 23:45:00
I00862,Z04,Velachery,12.996668,80.186011,Flooded Road,High,2026-09-24 10:58:00
I00863,Z02,Central Chennai,13.069535,80.264924,Flooded Road,Low,2026-09-24 21:09:00
I00864,Z05,South-West Chennai,13.003849,80.198308,Water Rescue,Moderate,2026-09-24 10:53:00
I00865,Z01,North Chennai,13.130783,80.279219,Shelter Request,Moderate,2026-09-24 22:02:00
I00866,Z01,North Chennai,13.13047,80.272195,Water Rescue,Moderate,2026-09-24 20:45:00
I00867,Z04,Velachery,12.962713,80.17728,Water Rescue,Critical,2026-09-24 09:14:00
I00868,Z05,South-West Chennai,13.032604,80.170061,Medical Emergency,Low,2026-09-24 01:37:00
I00869,Z01,North Chennai,13.076785,80.254265,Household Evacuation,Moderate,2026-09-24 02:36:00
I00870,Z04,Velachery,12.94689,80.249309,Medical Emergency,Moderate,2026-09-24 05:19:00
I00871,Z04,Velachery,12.979711,80.20185,Household Evacuation,Critical,2026-09-24 17:30:00
I00872,Z01,North Chennai,13.107632,80.30924,Medical Emergency,High,2026-09-24 17:59:00
I00873,Z03,Adyar,13.011776,80.24646,Medical Emergency,High,2026-09-24 17:21:00
I00874,Z03,Adyar,13.006327,80.247104,Medical Emergency,Low,2026-09-24 09:16:00
I00875,Z02,Central Chennai,13.074607,80.307398,Shelter Request,Critical,2026-09-24 15:03:00
I00876,Z03,Adyar,13.071178,80.248176,Flooded Road,Low,2026-09-24 14:28:00
I00877,Z05,South-West Chennai,13.02164,80.184439,Household Evacuation,High,2026-09-24 05:04:00
I00878,Z05,South-West Chennai,13.03407,80.176438,Flooded Road,Low,2026-09-24 01:02:00
I00879,Z05,South-West Chennai,13.012377,80.194298,Household Evacuation,High,2026-09-24 01:44:00
I00880,Z02,Central Chennai,13.063983,80.291272,Flooded Road,Moderate,2026-09-24 06:07:00
I00881,Z02,Central Chennai,13.08641,80.263324,Flooded Road,Low,2026-09-24 05:50:00
I00882,Z01,North Chennai,13.118857,80.261256,Medical Emergency,Moderate,2026-09-24 20:58:00
I00883,Z02,Central Chennai,13.073543,80.263481,Flooded Road,Moderate,2026-09-24 01:56:00
I00884,Z01,North Chennai,13.117928,80.316837,Household Evacuation,Low,2026-09-24 04:40:00
I00885,Z01,North Chennai,13.107591,80.32053,Household Evacuation,Moderate,2026-09-24 20:49:00
I00886,Z03,Adyar,13.006868,80.25336,Medical Emergency,Moderate,2026-09-24 03:00:00
I00887,Z05,South-West Chennai,13.041072,80.165057,Household Evacuation,Moderate,2026-09-24 00:33:00
I00888,Z03,Adyar,12.987164,80.263551,Water Rescue,Moderate,2026-09-24 01:25:00
I00889,Z05,South-West Chennai,13.025015,80.188306,Medical Emergency,High,2026-09-24 14:42:00
I00890,Z05,South-West Chennai,13.059571,80.225134,Medical Emergency,Moderate,2026-09-24 11:44:00
I00891,Z01,North Chennai,13.093911,80.302549,Flooded Road,Critical,2026-09-24 15:57:00
I00892,Z01,North Chennai,13.11391,80.298183,Shelter Request,High,2026-09-24 01:30:00
I00893,Z03,Adyar,12.999688,80.255154,Household Evacuation,Moderate,2026-09-24 17:21:00
I00894,Z05,South-West Chennai,12.997911,80.194519,Shelter Request,High,2026-09-24 19:30:00
I00895,Z02,Central Chennai,13.080158,80.292002,Water Rescue,High,2026-09-24 18:22:00
I00896,Z05,South-West Chennai,13.012637,80.182522,Flooded Road,Critical,2026-09-24 05:43:00
I00897,Z04,Velachery,12.992234,80.220262,Medical Emergency,Moderate,2026-09-24 05:08:00
I00898,Z01,North Chennai,13.087894,80.287976,Household Evacuation,High,2026-09-24 22:39:00
I00899,Z02,Central Chennai,13.051952,80.246739,Household Evacuation,Moderate,2026-09-24 02:42:00
I00900,Z02,Central Chennai,13.046201,80.27196,Medical Emergency,Moderate,2026-09-24 02:26:00
I00901,Z02,Central Chennai,13.041564,80.252401,Flooded Road,High,2026-09-24 17:25:00
I00902,Z01,North Chennai,13.094796,80.278842,Flooded Road,Moderate,2026-09-24 23:49:00
I00903,Z02,Central Chennai,13.106677,80.26693,Household Evacuation,High,2026-09-24 15:23:00
I00904,Z05,South-West Chennai,13.039544,80.197684,Household Evacuation,Moderate,2026-09-24 23:55:00
I00905,Z03,Adyar,12.966101,80.255828,Flooded Road,High,2026-09-24 04:04:00
I00906,Z05,South-West Chennai,13.046312,80.157552,Household Evacuation,Moderate,2026-09-24 18:13:00
I00907,Z02,Central Chennai,13.096002,80.2527,Medical Emergency,Moderate,2026-09-24 03:14:00
I00908,Z04,Velachery,12.947657,80.223003,Household Evacuation,High,2026-09-24 23:39:00
I00909,Z02,Central Chennai,13.023514,80.279189,Medical Emergency,Moderate,2026-09-24 20:37:00
I00910,Z04,Velachery,12.984965,80.242439,Medical Emergency,High,2026-09-24 18:27:00
I00911,Z03,Adyar,12.987685,80.241351,Shelter Request,High,2026-09-24 12:50:00
I00912,Z02,Central Chennai,13.097831,80.298311,Flooded Road,High,2026-09-24 20:32:00
I00913,Z02,Central Chennai,13.10373,80.271403,Medical Emergency,High,2026-09-24 12:57:00
I00914,Z04,Velachery,13.009773,80.198295,Flooded Road,Moderate,2026-09-24 07:18:00
I00915,Z04,Velachery,12.966531,80.201381,Water Rescue,Moderate,2026-09-24 13:55:00
I00916,Z04,Velachery,12.966565,80.212117,Flooded Road,Critical,2026-09-24 09:47:00
I00917,Z04,Velachery,12.974811,80.227973,Household Evacuation,Low,2026-09-24 15:34:00
I00918,Z05,South-West Chennai,13.012454,80.146923,Household Evacuation,Low,2026-09-24 13:43:00
I00919,Z02,Central Chennai,13.078248,80.261682,Medical Emergency,High,2026-09-24 02:24:00
I00920,Z05,South-West Chennai,12.996189,80.155403,Medical Emergency,High,2026-09-24 00:51:00
I00921,Z01,North Chennai,13.108442,80.297366,Household Evacuation,Low,2026-09-24 00:37:00
I00922,Z02,Central Chennai,13.088549,80.274944,Shelter Request,High,2026-09-24 13:03:00
I00923,Z05,South-West Chennai,13.013026,80.182865,Flooded Road,Critical,2026-09-24 03:29:00
I00924,Z02,Central Chennai,13.084043,80.245526,Flooded Road,Moderate,2026-09-24 17:03:00
I00925,Z04,Velachery,13.016668,80.215603,Shelter Request,Low,2026-09-24 20:44:00
I00926,Z02,Central Chennai,13.101662,80.255625,Household Evacuation,Low,2026-09-24 14:31:00
I00927,Z05,South-West Chennai,12.98323,80.174171,Household Evacuation,Low,2026-09-24 07:21:00
I00928,Z04,Velachery,12.938656,80.212564,Medical Emergency,Moderate,2026-09-24 17:40:00
I00929,Z05,South-West Chennai,13.043803,80.160377,Flooded Road,Low,2026-09-24 06:29:00
I00930,Z05,South-West Chennai,13.027374,80.174906,Household Evacuation,High,2026-09-24 06:24:00
I00931,Z05,South-West Chennai,13.043051,80.176748,Medical Emergency,Moderate,2026-09-24 07:02:00
I00932,Z03,Adyar,12.951292,80.242804,Flooded Road,High,2026-09-24 01:52:00
I00933,Z01,North Chennai,13.12011,80.260387,Medical Emergency,Critical,2026-09-24 21:15:00
I00934,Z01,North Chennai,13.095121,80.288669,Water Rescue,Moderate,2026-09-24 16:12:00
I00935,Z02,Central Chennai,13.085902,80.248408,Medical Emergency,Moderate,2026-09-24 02:59:00
I00936,Z05,South-West Chennai,13.006971,80.19234,Household Evacuation,Critical,2026-09-24 00:53:00
I00937,Z05,South-West Chennai,13.024722,80.167701,Household Evacuation,Moderate,2026-09-24 22:14:00
I00938,Z05,South-West Chennai,13.042894,80.179117,Medical Emergency,Moderate,2026-09-24 21:08:00
I00939,Z05,South-West Chennai,12.995774,80.143337,Household Evacuation,Moderate,2026-09-24 02:06:00
I00940,Z05,South-West Chennai,13.022981,80.158063,Medical Emergency,High,2026-09-24 14:11:00
I00941,Z02,Central Chennai,13.079983,80.303738,Shelter Request,Moderate,2026-09-24 07:46:00
I00942,Z02,Central Chennai,13.069912,80.227275,Household Evacuation,Moderate,2026-09-24 08:47:00
I00943,Z02,Central Chennai,13.108899,80.251298,Water Rescue,High,2026-09-24 19:36:00
I00944,Z04,Velachery,12.997067,80.213026,Shelter Request,Low,2026-09-24 06:35:00
I00945,Z01,North Chennai,13.14337,80.278801,Medical Emergency,Moderate,2026-09-24 22:27:00
I00946,Z02,Central Chennai,13.087037,80.280075,Flooded Road,High,2026-09-24 07:30:00
I00947,Z02,Central Chennai,13.09259,80.258251,Shelter Request,High,2026-09-24 22:55:00
I00948,Z02,Central Chennai,13.086475,80.254859,Flooded Road,Critical,2026-09-24 14:34:00
I00949,Z05,South-West Chennai,13.030871,80.161746,Flooded Road,High,2026-09-24 01:41:00
I00950,Z02,Central Chennai,13.096445,80.277859,Household Evacuation,Critical,2026-09-24 00:29:00
I00951,Z04,Velachery,12.990604,80.218928,Flooded Road,Moderate,2026-09-24 19:40:00
I00952,Z05,South-West Chennai,12.982422,80.171258,Household Evacuation,Moderate,2026-09-24 22:37:00
I00953,Z03,Adyar,13.021278,80.240632,Shelter Request,Moderate,2026-09-24 08:14:00
I00954,Z02,Central Chennai,13.072782,80.26933,Medical Emergency,High,2026-09-24 19:57:00
I00955,Z02,Central Chennai,13.108521,80.262182,Flooded Road,Moderate,2026-09-24 21:11:00
I00956,Z03,Adyar,12.991162,80.254156,Flooded Road,Moderate,2026-09-24 05:53:00
I00957,Z03,Adyar,12.99832,80.233156,Medical Emergency,Moderate,2026-09-24 10:31:00
I00958,Z01,North Chennai,13.135619,80.269331,Shelter Request,Low,2026-09-24 20:28:00
I00959,Z04,Velachery,12.95907,80.246133,Household Evacuation,Moderate,2026-09-24 08:12:00
I00960,Z05,South-West Chennai,13.017669,80.191575,Medical Emergency,Moderate,2026-09-24 09:28:00
I00961,Z05,South-West Chennai,13.032975,80.189809,Flooded Road,High,2026-09-24 04:02:00
I00962,Z02,Central Chennai,13.071394,80.256664,Water Rescue,Moderate,2026-09-24 03:09:00
I00963,Z03,Adyar,12.992502,80.257786,Shelter Request,High,2026-09-24 01:28:00
I00964,Z04,Velachery,12.966474,80.221058,Household Evacuation,High,2026-09-24 10:38:00
I00965,Z05,South-West Chennai,13.003427,80.162105,Flooded Road,Moderate,2026-09-24 01:40:00
I00966,Z04,Velachery,12.981536,80.208856,Household Evacuation,Moderate,2026-09-24 16:58:00
I00967,Z05,South-West Chennai,13.018495,80.184033,Shelter Request,High,2026-09-24 19:26:00
I00968,Z03,Adyar,12.997306,80.261523,Flooded Road,Low,2026-09-24 07:08:00
I00969,Z03,Adyar,12.980913,80.267301,Shelter Request,Critical,2026-09-24 04:56:00
I00970,Z02,Central Chennai,13.031925,80.277367,Flooded Road,Critical,2026-09-24 20:55:00
I00971,Z01,North Chennai,13.125199,80.307149,Household Evacuation,Moderate,2026-09-24 08:45:00
I00972,Z02,Central Chennai,13.086153,80.240393,Shelter Request,High,2026-09-24 22:17:00
I00973,Z04,Velachery,12.998547,80.23375,Water Rescue,Low,2026-09-24 12:33:00
I00974,Z05,South-West Chennai,13.006529,80.17523,Shelter Request,Critical,2026-09-24 19:25:00
I00975,Z02,Central Chennai,13.078549,80.262779,Medical Emergency,Low,2026-09-24 02:42:00
I00976,Z03,Adyar,12.997272,80.251968,Flooded Road,Critical,2026-09-24 15:35:00
I00977,Z01,North Chennai,13.14201,80.284511,Shelter Request,Low,2026-09-24 14:11:00
I00978,Z04,Velachery,12.971658,80.204583,Shelter Request,Critical,2026-09-24 23:43:00
I00979,Z01,North Chennai,13.106345,80.286107,Flooded Road,Low,2026-09-24 00:24:00
I00980,Z03,Adyar,13.005601,80.252881,Household Evacuation,Low,2026-09-24 00:04:00
I00981,Z05,South-West Chennai,13.006462,80.146492,Flooded Road,Critical,2026-09-24 14:48:00
I00982,Z03,Adyar,13.041339,80.248202,Medical Emergency,Critical,2026-09-24 08:44:00
I00983,Z04,Velachery,12.970916,80.24989,Shelter Request,High,2026-09-24 08:05:00
I00984,Z04,Velachery,12.993618,80.206971,Medical Emergency,Critical,2026-09-24 08:41:00
I00985,Z03,Adyar,13.010346,80.271567,Medical Emergency,Moderate,2026-09-24 11:34:00
I00986,Z05,South-West Chennai,13.024287,80.19659,Household Evacuation,High,2026-09-24 18:14:00
I00987,Z05,South-West Chennai,13.023083,80.22151,Shelter Request,High,2026-09-24 17:01:00
I00988,Z03,Adyar,12.991263,80.265208,Shelter Request,Low,2026-09-24 11:46:00
I00989,Z02,Central Chennai,13.049353,80.245494,Flooded Road,Moderate,2026-09-24 03:38:00
I00990,Z02,Central Chennai,13.106105,80.275298,Shelter Request,Critical,2026-09-24 04:24:00
I00991,Z02,Central Chennai,13.066303,80.297011,Medical Emergency,Low,2026-09-24 02:05:00
I00992,Z05,South-West Chennai,13.016454,80.159196,Flooded Road,High,2026-09-24 22:09:00
I00993,Z02,Central Chennai,13.060429,80.250067,Flooded Road,Critical,2026-09-24 05:08:00
I00994,Z01,North Chennai,13.09245,80.26246,Flooded Road,Moderate,2026-09-24 03:22:00
I00995,Z05,South-West Chennai,13.018794,80.145447,Water Rescue,Moderate,2026-09-24 08:12:00
I00996,Z04,Velachery,12.968866,80.230651,Shelter Request,Critical,2026-09-24 22:43:00
I00997,Z05,South-West Chennai,13.018771,80.172546,Flooded Road,High,2026-09-24 22:10:00
I00998,Z01,North Chennai,13.105999,80.255239,Flooded Road,High,2026-09-24 17:46:00
I00999,Z05,South-West Chennai,13.001257,80.188842,Flooded Road,High,2026-09-24 02:26:00
I01000,Z03,Adyar,13.024418,80.297624,Flooded Road,High,2026-09-24 00:05:00
I01001,Z03,Adyar,13.009256,80.259312,Medical Emergency,Moderate,2026-09-24 00:46:00
I01002,Z02,Central Chennai,13.079553,80.301433,Water Rescue,Low,2026-09-24 16:31:00
I01003,Z01,North Chennai,13.072891,80.28408,Water Rescue,Moderate,2026-09-24 12:21:00
I01004,Z02,Central Chennai,13.098377,80.254145,Household Evacuation,Moderate,2026-09-24 02:23:00
I01005,Z04,Velachery,12.976307,80.197778,Flooded Road,Critical,2026-09-24 06:56:00
I01006,Z02,Central Chennai,13.076064,80.273608,Flooded Road,Moderate,2026-09-24 11:32:00
I01007,Z03,Adyar,13.027558,80.251767,Water Rescue,High,2026-09-24 06:49:00
I01008,Z04,Velachery,12.952976,80.241007,Water Rescue,High,2026-09-24 21:23:00
I01009,Z05,South-West Chennai,13.027862,80.18271,Flooded Road,Critical,2026-09-24 11:24:00
I01010,Z03,Adyar,13.027759,80.256766,Shelter Request,Critical,2026-09-24 01:39:00
I01011,Z04,Velachery,12.984083,80.216027,Water Rescue,Low,2026-09-24 02:34:00
I01012,Z04,Velachery,12.961113,80.233951,Household Evacuation,Critical,2026-09-24 10:29:00
I01013,Z03,Adyar,13.036976,80.252256,Household Evacuation,Moderate,2026-09-24 11:59:00
I01014,Z01,North Chennai,13.096454,80.27988,Household Evacuation,Moderate,2026-09-24 02:29:00
I01015,Z01,North Chennai,13.095904,80.288321,Medical Emergency,Critical,2026-09-24 23:03:00
I01016,Z01,North Chennai,13.096885,80.232088,Flooded Road,High,2026-09-24 01:34:00
I01017,Z02,Central Chennai,13.083093,80.270155,Water Rescue,Critical,2026-09-24 15:24:00
I01018,Z04,Velachery,12.990329,80.24659,Water Rescue,Moderate,2026-09-24 05:26:00
I01019,Z04,Velachery,12.978813,80.207878,Water Rescue,Critical,2026-09-24 03:45:00
I01020,Z01,North Chennai,13.113431,80.262149,Flooded Road,High,2026-09-24 14:44:00
I01021,Z03,Adyar,13.030879,80.250547,Household Evacuation,Low,2026-09-24 23:00:00
I01022,Z01,North Chennai,13.083852,80.272922,Shelter Request,Critical,2026-09-24 15:16:00
I01023,Z04,Velachery,12.974995,80.208491,Medical Emergency,High,2026-09-24 15:05:00
I01024,Z02,Central Chennai,13.081388,80.260686,Water Rescue,High,2026-09-24 20:40:00
I01025,Z01,North Chennai,13.144037,80.268355,Medical Emergency,Moderate,2026-09-24 11:51:00
I01026,Z03,Adyar,13.01785,80.22874,Flooded Road,Critical,2026-09-24 21:26:00
I01027,Z03,Adyar,13.001389,80.223691,Water Rescue,Moderate,2026-09-24 19:37:00
I01028,Z03,Adyar,12.949934,80.250057,Shelter Request,High,2026-09-24 17:15:00
I01029,Z05,South-West Chennai,13.003054,80.161702,Flooded Road,Moderate,2026-09-24 22:28:00
I01030,Z03,Adyar,12.985192,80.242555,Shelter Request,Moderate,2026-09-24 05:29:00
I01031,Z03,Adyar,12.996326,80.290655,Flooded Road,High,2026-09-24 22:29:00
I01032,Z03,Adyar,13.019111,80.23449,Flooded Road,Moderate,2026-09-24 04:41:00
I01033,Z01,North Chennai,13.104234,80.317179,Water Rescue,High,2026-09-24 02:48:00
I01034,Z05,South-West Chennai,13.018091,80.17948,Shelter Request,Moderate,2026-09-24 11:25:00
I01035,Z01,North Chennai,13.113857,80.266772,Flooded Road,High,2026-09-24 11:01:00
I01036,Z02,Central Chennai,13.033313,80.29332,Household Evacuation,High,2026-09-24 22:14:00
I01037,Z04,Velachery,12.959183,80.200126,Household Evacuation,Moderate,2026-09-24 03:53:00
I01038,Z05,South-West Chennai,13.041287,80.161991,Household Evacuation,High,2026-09-24 22:18:00
I01039,Z05,South-West Chennai,13.019266,80.164002,Water Rescue,High,2026-09-24 04:07:00
I01040,Z03,Adyar,13.011215,80.239567,Household Evacuation,High,2026-09-24 21:01:00
I01041,Z04,Velachery,12.986918,80.203654,Water Rescue,Critical,2026-09-24 03:06:00
I01042,Z03,Adyar,13.053942,80.241574,Shelter Request,Low,2026-09-24 12:42:00
I01043,Z04,Velachery,12.990497,80.209266,Shelter Request,High,2026-09-24 10:31:00
I01044,Z04,Velachery,12.972428,80.233982,Household Evacuation,Moderate,2026-09-24 05:19:00
I01045,Z03,Adyar,13.028128,80.247523,Flooded Road,High,2026-09-24 06:29:00
I01046,Z02,Central Chennai,13.026978,80.278526,Shelter Request,High,2026-09-24 20:15:00
I01047,Z02,Central Chennai,13.057714,80.234324,Medical Emergency,High,2026-09-24 16:09:00
I01048,Z02,Central Chennai,13.0881,80.25681,Shelter Request,High,2026-09-24 05:37:00
I01049,Z02,Central Chennai,13.070273,80.266478,Shelter Request,High,2026-09-24 13:03:00
I01050,Z04,Velachery,12.97048,80.203619,Flooded Road,Moderate,2026-09-24 15:26:00
I01051,Z01,North Chennai,13.145599,80.330657,Medical Emergency,Moderate,2026-09-24 13:56:00
I01052,Z03,Adyar,12.998816,80.262327,Household Evacuation,High,2026-09-24 17:08:00
I01053,Z01,North Chennai,13.116003,80.273184,Household Evacuation,High,2026-09-24 04:34:00
I01054,Z02,Central Chennai,13.083595,80.24431,Shelter Request,High,2026-09-24 14:22:00
I01055,Z02,Central Chennai,13.081211,80.30068,Shelter Request,High,2026-09-24 23:03:00
I01056,Z02,Central Chennai,13.102184,80.255317,Flooded Road,Critical,2026-09-24 23:57:00
I01057,Z03,Adyar,13.017509,80.274975,Household Evacuation,High,2026-09-24 15:01:00
I01058,Z04,Velachery,12.981575,80.191564,Household Evacuation,Moderate,2026-09-24 03:17:00
I01059,Z03,Adyar,13.008617,80.240435,Flooded Road,Critical,2026-09-24 18:06:00
I01060,Z03,Adyar,13.031738,80.226509,Household Evacuation,High,2026-09-24 05:23:00
I01061,Z03,Adyar,13.019532,80.254261,Water Rescue,High,2026-09-24 01:27:00
I01062,Z02,Central Chennai,13.062271,80.25488,Water Rescue,Low,2026-09-24 19:17:00
I01063,Z02,Central Chennai,13.075159,80.274889,Medical Emergency,High,2026-09-24 11:06:00
I01064,Z04,Velachery,12.986391,80.24326,Flooded Road,High,2026-09-24 12:37:00
I01065,Z02,Central Chennai,13.053701,80.293165,Water Rescue,High,2026-09-24 09:35:00
I01066,Z01,North Chennai,13.132669,80.291858,Medical Emergency,Low,2026-09-24 06:52:00
I01067,Z03,Adyar,13.018451,80.248114,Water Rescue,Moderate,2026-09-24 18:35:00
I01068,Z05,South-West Chennai,13.022745,80.195791,Medical Emergency,High,2026-09-24 11:18:00
I01069,Z01,North Chennai,13.099268,80.276392,Household Evacuation,Critical,2026-09-24 12:02:00
I01070,Z02,Central Chennai,13.107717,80.257281,Medical Emergency,Moderate,2026-09-24 13:32:00
I01071,Z03,Adyar,12.973842,80.252016,Household Evacuation,High,2026-09-24 09:06:00
I01072,Z04,Velachery,13.010097,80.209515,Shelter Request,Low,2026-09-24 16:42:00
I01073,Z02,Central Chennai,13.068518,80.294694,Flooded Road,Moderate,2026-09-24 23:12:00
I01074,Z05,South-West Chennai,13.02738,80.145952,Water Rescue,High,2026-09-24 06:06:00
I01075,Z02,Central Chennai,13.101835,80.27471,Flooded Road,High,2026-09-24 14:12:00
I01076,Z01,North Chennai,13.096694,80.307077,Household Evacuation,Low,2026-09-24 09:58:00
I01077,Z05,South-West Chennai,12.978263,80.169305,Household Evacuation,High,2026-09-24 04:50:00
I01078,Z05,South-West Chennai,13.028939,80.155604,Shelter Request,Critical,2026-09-24 03:33:00
I01079,Z04,Velachery,12.990039,80.208504,Shelter Request,High,2026-09-24 14:02:00
I01080,Z01,North Chennai,13.126653,80.27673,Medical Emergency,Moderate,2026-09-24 10:59:00
I01081,Z01,North Chennai,13.123107,80.263377,Flooded Road,High,2026-09-24 21:42:00
I01082,Z05,South-West Chennai,12.999776,80.159305,Household Evacuation,Moderate,2026-09-24 19:46:00
I01083,Z02,Central Chennai,13.073661,80.251157,Flooded Road,Moderate,2026-09-24 18:54:00
I01084,Z03,Adyar,13.021923,80.258581,Shelter Request,Low,2026-09-24 10:54:00
I01085,Z02,Central Chennai,13.090205,80.236931,Household Evacuation,High,2026-09-24 10:43:00
I01086,Z04,Velachery,12.978138,80.197675,Medical Emergency,High,2026-09-24 00:24:00
I01087,Z04,Velachery,13.002092,80.213219,Shelter Request,High,2026-09-24 17:01:00
I01088,Z05,South-West Chennai,13.066362,80.186571,Household Evacuation,High,2026-09-24 21:36:00
I01089,Z04,Velachery,12.970526,80.210216,Household Evacuation,Moderate,2026-09-24 08:31:00
I01090,Z05,South-West Chennai,13.017993,80.186463,Flooded Road,High,2026-09-24 11:58:00
I01091,Z02,Central Chennai,13.080041,80.326098,Shelter Request,High,2026-09-24 05:07:00
I01092,Z03,Adyar,13.036008,80.240003,Flooded Road,High,2026-09-24 06:37:00
I01093,Z01,North Chennai,13.125564,80.293604,Medical Emergency,Low,2026-09-24 09:00:00
I01094,Z03,Adyar,13.017207,80.240267,Household Evacuation,Critical,2026-09-24 05:38:00
I01095,Z05,South-West Chennai,13.023217,80.17878,Medical Emergency,Critical,2026-09-24 10:59:00
I01096,Z02,Central Chennai,13.101278,80.274307,Household Evacuation,High,2026-09-24 22:46:00
I01097,Z05,South-West Chennai,13.039345,80.212172,Household Evacuation,Moderate,2026-09-24 11:48:00
I01098,Z01,North Chennai,13.09409,80.276423,Medical Emergency,Low,2026-09-24 16:43:00
I01099,Z03,Adyar,13.037241,80.235188,Medical Emergency,Moderate,2026-09-24 14:12:00
I01100,Z01,North Chennai,13.122466,80.279349,Medical Emergency,Critical,2026-09-24 01:24:00
I01101,Z05,South-West Chennai,13.040769,80.189728,Water Rescue,Moderate,2026-09-24 19:32:00
I01102,Z01,North Chennai,13.109268,80.300358,Medical Emergency,High,2026-09-24 01:22:00
I01103,Z03,Adyar,13.027497,80.247012,Shelter Request,Critical,2026-09-24 01:58:00
I01104,Z02,Central Chennai,13.089141,80.260126,Household Evacuation,High,2026-09-24 06:05:00
I01105,Z01,North Chennai,13.126906,80.290255,Flooded Road,High,2026-09-24 10:14:00
I01106,Z05,South-West Chennai,13.024198,80.154922,Shelter Request,High,2026-09-24 01:06:00
I01107,Z03,Adyar,13.031489,80.234764,Household Evacuation,High,2026-09-24 14:17:00
I01108,Z01,North Chennai,13.148247,80.295543,Flooded Road,High,2026-09-24 13:27:00
I01109,Z02,Central Chennai,13.037723,80.261058,Household Evacuation,High,2026-09-24 22:46:00
I01110,Z03,Adyar,13.021262,80.284827,Flooded Road,Moderate,2026-09-24 22:43:00
I01111,Z02,Central Chennai,13.082391,80.283589,Flooded Road,High,2026-09-24 13:28:00
I01112,Z05,South-West Chennai,13.014909,80.195407,Household Evacuation,Low,2026-09-24 12:47:00
I01113,Z05,South-West Chennai,13.035056,80.156948,Household Evacuation,Moderate,2026-09-24 17:11:00
I01114,Z04,Velachery,12.972013,80.255843,Flooded Road,High,2026-09-24 09:06:00
