accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score
5274,Chennai,Tamil Nadu,13.103214,80.220878,2022-02-23,11:00,11,Wednesday,0,highway,5,0,fog,low,28,high,poor road,minor,3,3,0,,0.65
5286,Chennai,Tamil Nadu,12.817179,80.168162,2024-02-28,10:00,10,Wednesday,0,highway,2,1,rain,low,22,high,overspeeding,major,3,3,1,,0.8
5323,Chennai,Tamil Nadu,12.966211,80.231067,2023-08-30,6:00,6,Wednesday,0,highway,3,1,clear,high,33,high,distraction,minor,1,1,0,,0.3
5360,Chennai,Tamil Nadu,12.936025,80.262786,2024-06-26,12:00,12,Wednesday,0,urban,1,0,fog,low,33,high,poor road,minor,1,1,0,,0.65
5361,Chennai,Tamil Nadu,12.829566,80.202482,2024-08-24,18:00,18,Saturday,1,highway,1,1,clear,high,36,medium,distraction,fatal,5,5,1,,0.45
5362,Chennai,Tamil Nadu,13.118749,80.149829,2023-06-03,1:00,1,Saturday,1,urban,3,0,rain,low,38,low,weather,minor,4,2,0,,0.45
5363,Chennai,Tamil Nadu,13.161004,80.215234,2024-04-18,10:00,10,Thursday,0,rural,1,0,rain,medium,23,high,overspeeding,minor,4,3,1,,0.6
5365,Chennai,Tamil Nadu,13.12658,80.120888,2024-03-08,20:00,20,Friday,0,highway,4,0,rain,low,40,medium,weather,fatal,1,1,0,,0.65
5367,Chennai,Tamil Nadu,13.132048,80.246179,2023-03-23,19:00,19,Thursday,0,highway,1,1,clear,high,25,medium,poor road,minor,2,0,1,,0.25
5371,Chennai,Tamil Nadu,12.977494,80.105521,2023-11-18,12:00,12,Saturday,1,highway,5,0,fog,low,39,high,overspeeding,fatal,4,4,0,,0.85
5393,Chennai,Tamil Nadu,12.956919,80.248972,2024-06-11,19:00,19,Tuesday,0,highway,2,1,rain,medium,34,medium,weather,minor,4,4,1,,0.4
5396,Chennai,Tamil Nadu,13.174804,80.142827,2022-03-02,14:00,14,Wednesday,0,highway,4,1,clear,high,31,low,weather,major,5,4,0,,0.1
5402,Chennai,Tamil Nadu,12.857109,80.126846,2024-09-03,19:00,19,Tuesday,0,rural,3,0,clear,high,35,high,distraction,major,2,2,1,,0.45
5403,Chennai,Tamil Nadu,13.015057,80.245216,2023-01-31,10:00,10,Tuesday,0,urban,2,1,rain,medium,22,high,weather,major,3,3,1,,0.6
5414,Chennai,Tamil Nadu,12.881615,80.126654,2024-12-21,3:00,3,Saturday,1,highway,3,0,rain,low,18,high,weather,fatal,1,1,0,,0.85
5417,Chennai,Tamil Nadu,13.129522,80.106106,2023-02-05,8:00,8,Sunday,1,urban,2,1,fog,low,33,medium,poor road,fatal,4,4,1,,0.8
5422,Chennai,Tamil Nadu,12.901189,80.148122,2023-04-27,19:00,19,Thursday,0,rural,6,0,clear,high,25,high,overspeeding,major,5,4,1,,0.45
5436,Chennai,Tamil Nadu,13.111531,80.116303,2023-12-27,0:00,0,Wednesday,0,highway,4,1,clear,high,29,low,poor road,minor,2,1,0,,0.1
5450,Chennai,Tamil Nadu,12.909958,80.241515,2022-02-23,19:00,19,Wednesday,0,rural,6,0,rain,medium,38,medium,distraction,major,2,2,1,,0.4
5459,Chennai,Tamil Nadu,13.177969,80.157725,2023-05-01,4:00,4,Monday,0,urban,3,0,rain,low,35,low,distraction,minor,3,3,0,,0.45
5477,Chennai,Tamil Nadu,12.94741,80.228573,2023-11-25,20:00,20,Saturday,1,rural,5,1,fog,low,35,medium,drunk driving,major,3,0,0,,0.45
5481,Chennai,Tamil Nadu,13.193623,80.18198,2022-12-12,12:00,12,Monday,0,urban,6,0,rain,medium,22,medium,overspeeding,minor,5,1,0,,0.25
5485,Chennai,Tamil Nadu,13.041367,80.159813,2022-01-23,5:00,5,Sunday,1,highway,3,1,fog,low,28,low,distraction,minor,5,1,0,,0.45
5498,Chennai,Tamil Nadu,13.014649,80.148693,2022-04-20,7:00,7,Wednesday,0,urban,3,0,clear,high,17,high,poor road,major,5,0,0,,0.3
5510,Chennai,Tamil Nadu,12.996384,80.194442,2022-12-11,3:00,3,Sunday,1,highway,4,0,fog,low,16,low,drunk driving,major,3,0,0,,0.45
5514,Chennai,Tamil Nadu,13.173737,80.239311,2024-07-06,7:00,7,Saturday,1,rural,6,1,fog,low,37,low,overspeeding,minor,4,0,0,,0.45
5525,Chennai,Tamil Nadu,13.067617,80.271861,2022-03-06,2:00,2,Sunday,1,rural,1,1,rain,medium,34,medium,drunk driving,major,3,0,0,,0.25
5528,Chennai,Tamil Nadu,12.83104,80.182448,2022-08-22,11:00,11,Monday,0,highway,4,0,rain,low,24,low,overspeeding,major,1,1,0,,0.45
5559,Chennai,Tamil Nadu,12.819679,80.125141,2022-10-17,16:00,16,Monday,0,rural,3,0,clear,high,31,medium,overspeeding,fatal,4,4,0,,0.3
5578,Chennai,Tamil Nadu,12.90381,80.265489,2023-09-08,11:00,11,Friday,0,urban,6,0,clear,high,17,medium,weather,minor,3,0,0,,0.1
5581,Chennai,Tamil Nadu,12.918304,80.275596,2024-06-29,1:00,1,Saturday,1,urban,4,1,clear,high,30,low,overspeeding,minor,3,2,0,,0.1
5586,Chennai,Tamil Nadu,13.044535,80.250072,2023-06-08,8:00,8,Thursday,0,highway,5,1,fog,low,17,medium,drunk driving,major,4,2,1,,0.6
5590,Chennai,Tamil Nadu,12.984466,80.279952,2022-05-24,19:00,19,Tuesday,0,highway,6,1,clear,high,33,medium,weather,major,5,3,1,,0.25
5595,Chennai,Tamil Nadu,13.148936,80.255732,2023-05-18,18:00,18,Thursday,0,urban,6,1,clear,high,34,high,drunk driving,minor,1,0,1,,0.45
5602,Chennai,Tamil Nadu,12.948599,80.160574,2023-09-26,18:00,18,Tuesday,0,rural,1,1,rain,medium,36,high,weather,minor,1,0,1,,0.6
5603,Chennai,Tamil Nadu,12.888697,80.273382,2024-06-07,20:00,20,Friday,0,rural,5,1,fog,low,18,medium,poor road,minor,4,2,0,,0.45
5606,Chennai,Tamil Nadu,13.090077,80.156785,2024-10-18,12:00,12,Friday,0,rural,5,0,clear,high,34,low,drunk driving,fatal,5,5,0,,0.3
5609,Chennai,Tamil Nadu,12.876447,80.249683,2023-07-29,16:00,16,Saturday,1,urban,4,0,fog,low,18,low,poor road,minor,2,1,0,,0.45
5611,Chennai,Tamil Nadu,12.952264,80.188725,2023-11-07,0:00,0,Tuesday,0,highway,5,0,fog,low,32,medium,distraction,minor,1,0,0,,0.45
5633,Chennai,Tamil Nadu,13.13497,80.171664,2022-07-24,8:00,8,Sunday,1,highway,1,1,clear,high,23,medium,weather,fatal,1,1,1,,0.45
5642,Chennai,Tamil Nadu,12.97267,80.135841,2023-12-03,20:00,20,Sunday,1,urban,2,0,clear,high,34,medium,weather,minor,4,1,0,,0.1
5652,Chennai,Tamil Nadu,12.836164,80.270189,2023-10-08,7:00,7,Sunday,1,highway,6,1,fog,low,22,low,weather,minor,1,0,0,,0.45
5657,Chennai,Tamil Nadu,13.120348,80.290025,2022-04-21,0:00,0,Thursday,0,urban,6,1,rain,low,38,low,weather,minor,4,3,0,,0.45
5660,Chennai,Tamil Nadu,13.132088,80.161247,2025-02-20,6:00,6,Thursday,0,rural,1,1,rain,medium,33,low,weather,minor,5,1,0,,0.25
5661,Chennai,Tamil Nadu,13.054735,80.128024,2023-12-20,18:00,18,Wednesday,0,urban,5,1,fog,low,36,medium,poor road,minor,3,2,1,,0.6
5675,Chennai,Tamil Nadu,13.03324,80.223743,2024-12-19,7:00,7,Thursday,0,urban,2,1,rain,low,24,medium,drunk driving,minor,5,4,0,,0.45
5681,Chennai,Tamil Nadu,13.138819,80.141277,2024-05-28,11:00,11,Tuesday,0,urban,5,1,fog,low,17,low,poor road,major,1,1,0,,0.45
5685,Chennai,Tamil Nadu,12.809371,80.123588,2023-10-07,5:00,5,Saturday,1,urban,5,0,clear,high,36,low,drunk driving,minor,5,2,0,,0.1
5702,Chennai,Tamil Nadu,13.055637,80.105365,2022-02-21,22:00,22,Monday,0,highway,6,0,fog,low,26,high,overspeeding,minor,3,3,0,,0.65
5705,Chennai,Tamil Nadu,13.096069,80.200814,2025-04-01,23:00,23,Tuesday,0,rural,6,0,clear,high,25,medium,poor road,minor,4,1,0,,0.1
5713,Chennai,Tamil Nadu,13.13826,80.259491,2022-02-25,1:00,1,Friday,0,urban,2,0,rain,low,36,medium,drunk driving,minor,2,0,0,,0.45
5722,Chennai,Tamil Nadu,13.131525,80.114963,2024-10-06,5:00,5,Sunday,1,urban,6,1,fog,low,34,low,weather,minor,2,1,0,,0.45
5724,Chennai,Tamil Nadu,13.166052,80.216448,2024-04-16,4:00,4,Tuesday,0,urban,3,1,rain,medium,17,high,weather,fatal,2,2,0,,0.65
5725,Chennai,Tamil Nadu,13.062486,80.134961,2022-08-30,5:00,5,Tuesday,0,highway,2,1,clear,high,39,medium,distraction,minor,2,2,0,,0.1
5726,Chennai,Tamil Nadu,13.089662,80.174393,2024-06-12,9:00,9,Wednesday,0,rural,5,1,clear,high,21,high,drunk driving,major,5,5,1,,0.45
5730,Chennai,Tamil Nadu,12.906455,80.268365,2022-11-14,9:00,9,Monday,0,urban,4,1,clear,high,33,high,overspeeding,minor,5,5,1,,0.45
5737,Chennai,Tamil Nadu,13.089186,80.225706,2023-10-01,21:00,21,Sunday,1,highway,3,1,fog,low,39,low,distraction,fatal,3,3,0,,0.65
5744,Chennai,Tamil Nadu,13.080444,80.118655,2024-02-09,1:00,1,Friday,0,highway,5,0,rain,low,18,low,distraction,minor,3,1,0,,0.45
5746,Chennai,Tamil Nadu,13.001562,80.278283,2022-01-28,0:00,0,Friday,0,urban,3,0,fog,low,30,low,overspeeding,major,4,2,0,,0.45
5756,Chennai,Tamil Nadu,12.882736,80.124834,2023-12-25,22:00,22,Monday,0,urban,2,0,clear,high,29,low,weather,major,5,5,0,,0.1
5764,Chennai,Tamil Nadu,13.179112,80.17807,2024-02-26,11:00,11,Monday,0,urban,2,1,rain,low,27,high,overspeeding,minor,3,3,0,,0.65
5766,Chennai,Tamil Nadu,13.108774,80.129999,2024-02-08,17:00,17,Thursday,0,rural,5,1,fog,low,27,high,drunk driving,fatal,2,2,1,,1.0
5779,Chennai,Tamil Nadu,12.817781,80.109314,2024-11-04,20:00,20,Monday,0,highway,5,1,clear,high,33,low,weather,minor,5,2,0,,0.1
5780,Chennai,Tamil Nadu,12.951208,80.229214,2022-11-03,1:00,1,Thursday,0,rural,6,0,rain,low,32,low,overspeeding,minor,2,2,0,,0.45
5791,Chennai,Tamil Nadu,13.156342,80.133357,2022-06-02,10:00,10,Thursday,0,rural,5,1,fog,low,39,high,drunk driving,major,2,2,1,,0.8
5801,Chennai,Tamil Nadu,12.944302,80.129298,2023-07-18,15:00,15,Tuesday,0,highway,1,0,rain,medium,34,low,weather,major,5,5,0,,0.25
5814,Chennai,Tamil Nadu,12.830335,80.237824,2023-09-15,0:00,0,Friday,0,rural,4,1,fog,low,18,low,weather,minor,1,1,0,,0.45
5818,Chennai,Tamil Nadu,13.062826,80.282181,2024-09-07,17:00,17,Saturday,1,highway,5,0,fog,low,33,high,distraction,minor,4,4,1,,0.8
5837,Chennai,Tamil Nadu,13.087782,80.234596,2023-10-15,0:00,0,Sunday,1,rural,1,0,rain,low,19,low,drunk driving,minor,3,1,0,,0.45
5847,Chennai,Tamil Nadu,13.132167,80.118847,2024-08-07,11:00,11,Wednesday,0,highway,2,0,clear,high,26,medium,distraction,minor,2,1,0,,0.1
5856,Chennai,Tamil Nadu,12.809467,80.166282,2023-08-26,3:00,3,Saturday,1,urban,1,1,fog,low,30,low,overspeeding,minor,1,0,0,,0.45
5860,Chennai,Tamil Nadu,12.994285,80.19041,2025-04-08,0:00,0,Tuesday,0,highway,5,0,rain,low,24,medium,overspeeding,fatal,4,4,0,,0.65
5863,Chennai,Tamil Nadu,13.0745,80.173078,2022-06-19,11:00,11,Sunday,1,urban,4,0,clear,high,33,low,drunk driving,fatal,5,5,0,,0.3
5866,Chennai,Tamil Nadu,12.840759,80.235226,2022-02-22,23:00,23,Tuesday,0,rural,4,0,clear,high,27,medium,drunk driving,minor,5,4,0,,0.1
5869,Chennai,Tamil Nadu,12.898973,80.124526,2024-06-14,15:00,15,Friday,0,highway,2,1,clear,high,27,high,poor road,minor,3,0,0,,0.3
5877,Chennai,Tamil Nadu,13.069032,80.259931,2022-02-10,0:00,0,Thursday,0,highway,5,0,rain,medium,22,low,distraction,minor,2,2,0,,0.25
5884,Chennai,Tamil Nadu,13.06324,80.159052,2022-08-09,23:00,23,Tuesday,0,rural,1,1,fog,low,39,low,weather,major,3,3,0,,0.45
5896,Chennai,Tamil Nadu,12.927461,80.148145,2022-08-14,13:00,13,Sunday,1,rural,2,0,fog,low,38,high,poor road,minor,3,0,0,,0.65
5913,Chennai,Tamil Nadu,13.052805,80.237248,2025-04-02,18:00,18,Wednesday,0,urban,6,0,clear,high,19,high,drunk driving,minor,4,1,1,,0.45
5921,Chennai,Tamil Nadu,13.002196,80.146,2024-09-12,3:00,3,Thursday,0,highway,1,0,fog,low,26,low,poor road,major,1,1,0,,0.45
5932,Chennai,Tamil Nadu,12.877946,80.215993,2024-04-09,13:00,13,Tuesday,0,highway,6,0,clear,high,33,high,drunk driving,major,3,0,0,,0.3
5938,Chennai,Tamil Nadu,13.190167,80.115243,2023-05-18,4:00,4,Thursday,0,highway,3,1,rain,medium,29,low,distraction,minor,1,0,0,,0.25
5939,Chennai,Tamil Nadu,13.095916,80.223158,2023-08-21,8:00,8,Monday,0,rural,6,1,fog,low,22,medium,overspeeding,minor,3,0,1,,0.6
5948,Chennai,Tamil Nadu,12.88571,80.26429,2024-05-17,0:00,0,Friday,0,rural,3,0,fog,low,28,high,poor road,minor,1,1,0,,0.65
5951,Chennai,Tamil Nadu,12.878088,80.253026,2024-05-21,3:00,3,Tuesday,0,highway,4,1,rain,medium,22,low,overspeeding,fatal,2,2,0,,0.45
5961,Chennai,Tamil Nadu,12.815513,80.200707,2024-08-13,10:00,10,Tuesday,0,highway,2,1,clear,high,22,medium,weather,fatal,3,3,1,,0.45
5971,Chennai,Tamil Nadu,13.157348,80.197923,2025-01-10,18:00,18,Friday,0,urban,2,0,clear,high,21,medium,weather,fatal,4,4,1,,0.45
5977,Chennai,Tamil Nadu,12.90624,80.241547,2023-06-12,19:00,19,Monday,0,rural,6,0,fog,low,24,high,drunk driving,major,4,3,1,,0.8
5987,Chennai,Tamil Nadu,12.910101,80.179989,2022-05-31,5:00,5,Tuesday,0,highway,5,1,fog,low,15,low,drunk driving,fatal,1,1,0,,0.65
5995,Chennai,Tamil Nadu,13.056708,80.246617,2023-04-16,23:00,23,Sunday,1,rural,1,0,rain,medium,35,high,drunk driving,fatal,5,5,0,,0.65
6008,Chennai,Tamil Nadu,12.817928,80.195278,2022-10-02,4:00,4,Sunday,1,rural,6,0,fog,low,23,low,overspeeding,minor,1,0,0,,0.45
6009,Chennai,Tamil Nadu,12.812437,80.226885,2025-03-27,10:00,10,Thursday,0,urban,2,0,rain,medium,15,medium,distraction,minor,1,1,1,,0.4
6020,Chennai,Tamil Nadu,13.028486,80.12801,2022-10-06,0:00,0,Thursday,0,urban,1,1,fog,low,36,low,distraction,fatal,2,2,0,,0.65
6026,Chennai,Tamil Nadu,13.024906,80.246376,2024-05-16,12:00,12,Thursday,0,rural,5,0,fog,low,32,medium,weather,major,1,1,0,,0.45
6027,Chennai,Tamil Nadu,13.034875,80.213271,2023-07-16,2:00,2,Sunday,1,rural,4,1,clear,high,40,low,drunk driving,major,5,2,0,,0.1
6046,Chennai,Tamil Nadu,13.131202,80.297242,2022-03-12,18:00,18,Saturday,1,rural,5,0,rain,medium,39,medium,poor road,minor,2,2,1,,0.4
6052,Chennai,Tamil Nadu,12.912108,80.226275,2024-10-03,2:00,2,Thursday,0,urban,5,0,clear,high,18,low,weather,minor,1,0,0,,0.1
6060,Chennai,Tamil Nadu,13.168663,80.128246,2023-10-19,17:00,17,Thursday,0,rural,3,1,fog,low,32,medium,weather,minor,3,1,1,,0.6
6088,Chennai,Tamil Nadu,12.926157,80.209326,2024-02-14,6:00,6,Wednesday,0,urban,2,0,rain,low,18,high,distraction,minor,3,3,0,,0.65
6092,Chennai,Tamil Nadu,13.0244,80.223243,2022-11-06,19:00,19,Sunday,1,rural,5,1,clear,high,22,low,distraction,fatal,4,4,1,,0.45
6094,Chennai,Tamil Nadu,12.969937,80.235117,2024-01-17,4:00,4,Wednesday,0,highway,4,1,clear,high,33,low,distraction,fatal,1,1,0,,0.3
6095,Chennai,Tamil Nadu,13.105874,80.28423,2024-04-17,20:00,20,Wednesday,0,rural,6,0,rain,medium,21,low,weather,minor,4,1,0,,0.25
6100,Chennai,Tamil Nadu,13.112975,80.199933,2022-04-26,22:00,22,Tuesday,0,highway,1,0,clear,high,34,medium,overspeeding,minor,1,1,0,,0.1
6102,Chennai,Tamil Nadu,12.806998,80.206946,2024-02-26,11:00,11,Monday,0,highway,5,1,fog,low,27,high,overspeeding,minor,3,2,0,,0.65
6109,Chennai,Tamil Nadu,12.848674,80.261952,2023-05-30,20:00,20,Tuesday,0,highway,4,0,clear,high,28,medium,overspeeding,minor,3,3,0,,0.1
6111,Chennai,Tamil Nadu,12.851443,80.205803,2023-06-05,10:00,10,Monday,0,urban,2,0,clear,high,27,high,drunk driving,minor,3,0,1,,0.45
6113,Chennai,Tamil Nadu,13.176228,80.186923,2022-08-29,15:00,15,Monday,0,rural,2,0,fog,low,35,medium,distraction,minor,1,0,0,,0.45
6126,Chennai,Tamil Nadu,13.177849,80.114908,2023-03-03,13:00,13,Friday,0,rural,2,0,rain,low,39,high,overspeeding,major,4,1,0,,0.65
6133,Chennai,Tamil Nadu,12.873369,80.104395,2024-11-23,4:00,4,Saturday,1,highway,6,0,rain,medium,26,high,overspeeding,minor,5,2,0,,0.45
6136,Chennai,Tamil Nadu,13.030113,80.210738,2023-01-11,15:00,15,Wednesday,0,highway,5,1,rain,low,23,low,overspeeding,major,1,1,0,,0.45
6137,Chennai,Tamil Nadu,13.155148,80.158062,2022-04-09,20:00,20,Saturday,1,highway,1,1,clear,high,35,medium,weather,major,3,2,0,,0.1
6138,Chennai,Tamil Nadu,12.842401,80.248851,2023-01-18,3:00,3,Wednesday,0,rural,4,0,fog,low,30,low,overspeeding,minor,1,0,0,,0.45
6156,Chennai,Tamil Nadu,12.855413,80.115938,2022-03-20,12:00,12,Sunday,1,rural,3,0,fog,low,32,high,drunk driving,minor,4,4,0,,0.65
6159,Chennai,Tamil Nadu,13.124067,80.226184,2023-06-26,2:00,2,Monday,0,rural,2,0,clear,high,15,low,distraction,major,1,0,0,,0.1
6170,Chennai,Tamil Nadu,13.094356,80.291078,2023-04-18,0:00,0,Tuesday,0,highway,4,0,clear,high,39,low,weather,major,4,3,0,,0.1
6195,Chennai,Tamil Nadu,13.183117,80.261954,2022-10-03,16:00,16,Monday,0,urban,1,0,clear,high,29,high,distraction,minor,4,2,0,,0.3
6200,Chennai,Tamil Nadu,13.127236,80.250878,2023-06-29,2:00,2,Thursday,0,rural,5,1,fog,low,38,low,distraction,minor,2,2,0,,0.45
6214,Chennai,Tamil Nadu,12.974985,80.113063,2023-01-04,6:00,6,Wednesday,0,rural,5,0,rain,medium,30,high,overspeeding,fatal,1,1,0,,0.65
6215,Chennai,Tamil Nadu,13.115064,80.137086,2022-07-22,7:00,7,Friday,0,highway,1,1,fog,low,37,low,weather,minor,1,0,0,,0.45
6219,Chennai,Tamil Nadu,13.193415,80.240279,2025-03-28,19:00,19,Friday,0,urban,4,1,clear,high,29,high,poor road,minor,5,5,1,,0.45
6228,Chennai,Tamil Nadu,12.848052,80.217394,2022-04-30,18:00,18,Saturday,1,rural,2,1,clear,high,24,medium,overspeeding,minor,4,0,1,,0.25
6249,Chennai,Tamil Nadu,12.831447,80.288248,2023-07-02,4:00,4,Sunday,1,highway,4,0,fog,low,23,medium,distraction,minor,5,1,0,,0.45
6253,Chennai,Tamil Nadu,12.858387,80.268921,2024-06-01,13:00,13,Saturday,1,rural,5,1,rain,medium,22,high,overspeeding,major,1,1,0,,0.45
6258,Chennai,Tamil Nadu,13.079455,80.145256,2022-02-02,15:00,15,Wednesday,0,rural,5,0,fog,low,36,medium,weather,fatal,3,3,0,,0.65
6271,Chennai,Tamil Nadu,13.025153,80.290321,2023-05-18,12:00,12,Thursday,0,urban,3,1,rain,medium,30,medium,distraction,fatal,4,4,0,,0.45
6276,Chennai,Tamil Nadu,13.097919,80.267971,2023-09-30,1:00,1,Saturday,1,highway,3,0,rain,low,18,low,poor road,minor,2,2,0,,0.45
6283,Chennai,Tamil Nadu,12.866693,80.203994,2025-03-21,5:00,5,Friday,0,urban,6,0,clear,high,31,medium,drunk driving,fatal,2,2,0,,0.3
6305,Chennai,Tamil Nadu,13.147743,80.284721,2023-11-05,13:00,13,Sunday,1,urban,6,1,fog,low,22,medium,drunk driving,fatal,3,3,0,,0.65
6312,Chennai,Tamil Nadu,13.178429,80.123177,2022-01-07,20:00,20,Friday,0,highway,4,0,fog,low,35,high,drunk driving,fatal,3,3,0,,0.85
6314,Chennai,Tamil Nadu,13.121171,80.166994,2022-06-08,11:00,11,Wednesday,0,urban,3,0,clear,high,16,low,overspeeding,minor,5,3,0,,0.1
6319,Chennai,Tamil Nadu,12.840995,80.14852,2023-12-09,10:00,10,Saturday,1,highway,6,1,rain,low,35,medium,drunk driving,minor,5,1,1,,0.6
6333,Chennai,Tamil Nadu,12.943783,80.271495,2023-01-21,6:00,6,Saturday,1,urban,3,0,rain,medium,24,medium,poor road,minor,4,0,0,,0.25
6335,Chennai,Tamil Nadu,13.098836,80.239309,2023-05-29,21:00,21,Monday,0,highway,4,0,rain,medium,21,medium,drunk driving,fatal,3,3,0,,0.45
6336,Chennai,Tamil Nadu,13.149261,80.103419,2023-03-26,21:00,21,Sunday,1,highway,5,1,rain,low,25,low,poor road,minor,4,1,0,,0.45
6354,Chennai,Tamil Nadu,12.800782,80.185838,2022-02-02,8:00,8,Wednesday,0,rural,4,1,clear,high,37,high,drunk driving,major,2,0,1,,0.45
6358,Chennai,Tamil Nadu,13.128761,80.276771,2023-11-15,1:00,1,Wednesday,0,urban,5,0,clear,high,28,low,drunk driving,minor,1,1,0,,0.1
6364,Chennai,Tamil Nadu,12.831533,80.116534,2024-02-16,22:00,22,Friday,0,urban,5,0,fog,low,37,low,poor road,minor,3,3,0,,0.45
6366,Chennai,Tamil Nadu,13.055457,80.117927,2023-04-20,7:00,7,Thursday,0,urban,2,0,clear,high,38,high,weather,major,1,0,0,,0.3
6384,Chennai,Tamil Nadu,13.118329,80.239739,2024-12-03,17:00,17,Tuesday,0,highway,4,0,fog,low,16,medium,weather,minor,3,0,1,,0.6
6393,Chennai,Tamil Nadu,12.904452,80.132491,2022-10-07,7:00,7,Friday,0,rural,5,0,clear,high,20,low,poor road,major,4,2,0,,0.1
6404,Chennai,Tamil Nadu,13.107187,80.137322,2024-02-14,13:00,13,Wednesday,0,urban,5,1,fog,low,31,low,distraction,major,2,1,0,,0.45
6412,Chennai,Tamil Nadu,12.882114,80.191765,2024-08-19,10:00,10,Monday,0,rural,5,1,fog,low,37,high,overspeeding,minor,4,2,1,,0.8
6413,Chennai,Tamil Nadu,12.809487,80.259562,2023-10-04,9:00,9,Wednesday,0,rural,3,1,clear,high,30,medium,overspeeding,major,5,1,1,,0.25
6416,Chennai,Tamil Nadu,13.019482,80.11662,2023-08-16,0:00,0,Wednesday,0,highway,2,1,clear,high,35,low,weather,major,5,4,0,,0.1
6418,Chennai,Tamil Nadu,13.062449,80.25601,2024-09-06,11:00,11,Friday,0,highway,3,0,clear,high,22,low,weather,major,3,1,0,,0.1
6430,Chennai,Tamil Nadu,13.001722,80.223465,2023-02-11,11:00,11,Saturday,1,rural,3,1,clear,high,21,high,distraction,minor,1,0,0,,0.3
6432,Chennai,Tamil Nadu,12.801511,80.181234,2024-02-29,19:00,19,Thursday,0,highway,2,1,rain,medium,40,high,weather,minor,5,1,1,,0.6
6434,Chennai,Tamil Nadu,12.808191,80.293183,2022-05-28,9:00,9,Saturday,1,highway,5,1,fog,low,28,low,weather,minor,1,0,1,,0.6
6435,Chennai,Tamil Nadu,12.888962,80.116751,2023-08-10,14:00,14,Thursday,0,rural,6,1,fog,low,17,medium,poor road,minor,1,0,0,,0.45
6436,Chennai,Tamil Nadu,12.916598,80.295059,2023-12-29,23:00,23,Friday,0,rural,4,0,rain,medium,35,medium,weather,minor,5,1,0,,0.25
6440,Chennai,Tamil Nadu,12.972974,80.174092,2022-06-22,11:00,11,Wednesday,0,highway,4,1,clear,high,27,low,overspeeding,minor,5,5,0,,0.1
6442,Chennai,Tamil Nadu,12.812376,80.270596,2024-11-23,15:00,15,Saturday,1,highway,2,0,clear,high,30,low,overspeeding,minor,3,0,0,,0.1
6488,Chennai,Tamil Nadu,13.063656,80.222595,2023-11-19,9:00,9,Sunday,1,highway,3,1,rain,low,35,medium,poor road,minor,2,2,1,,0.6
6490,Chennai,Tamil Nadu,12.814841,80.251199,2023-04-21,2:00,2,Friday,0,highway,5,1,rain,medium,37,low,weather,minor,2,2,0,,0.25
6501,Chennai,Tamil Nadu,13.116773,80.126954,2023-03-01,1:00,1,Wednesday,0,urban,1,0,clear,high,17,low,distraction,minor,3,2,0,,0.1
6509,Chennai,Tamil Nadu,12.812884,80.252648,2024-12-31,15:00,15,Tuesday,0,rural,6,1,fog,low,16,low,drunk driving,fatal,5,5,0,,0.65
6511,Chennai,Tamil Nadu,13.046123,80.225965,2024-01-25,17:00,17,Thursday,0,highway,5,1,rain,low,28,high,weather,major,5,4,1,,0.8
6527,Chennai,Tamil Nadu,13.038511,80.117667,2022-04-30,22:00,22,Saturday,1,highway,5,1,clear,high,36,medium,drunk driving,minor,3,2,0,,0.1
6529,Chennai,Tamil Nadu,13.196273,80.296287,2023-04-24,23:00,23,Monday,0,rural,4,0,clear,high,16,low,drunk driving,minor,2,2,0,,0.1
6533,Chennai,Tamil Nadu,13.180216,80.171662,2023-02-26,12:00,12,Sunday,1,highway,6,1,rain,low,31,high,distraction,minor,2,0,0,,0.65
6565,Chennai,Tamil Nadu,13.009107,80.261191,2024-03-12,23:00,23,Tuesday,0,urban,5,1,fog,low,25,low,weather,minor,1,1,0,,0.45
6566,Chennai,Tamil Nadu,13.125191,80.167623,2025-03-26,2:00,2,Wednesday,0,rural,1,0,fog,low,29,low,distraction,minor,1,1,0,,0.45
6570,Chennai,Tamil Nadu,12.893003,80.238972,2024-02-06,10:00,10,Tuesday,0,rural,2,0,fog,low,32,high,poor road,minor,2,1,1,,0.8
6597,Chennai,Tamil Nadu,13.163786,80.256639,2022-05-05,21:00,21,Thursday,0,urban,2,1,fog,low,36,medium,overspeeding,fatal,2,2,0,,0.65
6602,Chennai,Tamil Nadu,12.994957,80.201406,2022-05-14,15:00,15,Saturday,1,highway,2,1,fog,low,24,low,weather,major,5,5,0,,0.45
6605,Chennai,Tamil Nadu,13.080232,80.131154,2022-07-26,0:00,0,Tuesday,0,rural,1,1,fog,low,15,low,poor road,major,4,2,0,,0.45
6614,Chennai,Tamil Nadu,12.87271,80.136728,2022-04-30,22:00,22,Saturday,1,rural,4,0,rain,medium,22,high,drunk driving,minor,2,0,0,,0.45
6642,Chennai,Tamil Nadu,13.095197,80.154196,2022-01-02,8:00,8,Sunday,1,rural,2,1,clear,high,15,high,overspeeding,minor,3,3,1,,0.45
6645,Chennai,Tamil Nadu,13.156855,80.14827,2023-06-06,13:00,13,Tuesday,0,highway,5,0,fog,low,26,medium,drunk driving,minor,5,2,0,,0.45
