road_id,from_zone,to_zone,from_lat,from_lon,to_lat,to_lon,distance_km,lanes,traffic_density,source_risk_score,road_status,water_depth_m,travel_time_min
R0250,Z04,Z04,12.808191,80.293183,12.801833,80.250127,5.51,5,medium,0.65,Open,0.12,15.0
R0251,Z03,Z04,13.002041,80.281399,12.939106,80.205161,8.0,2,high,0.8,Open,0.04,29.0
R0252,Z04,Z03,12.804088,80.191241,13.012712,80.282714,8.0,3,medium,0.45,Blocked,0.68,
R0253,Z04,Z01,12.924645,80.211452,13.132978,80.287781,8.0,2,low,0.3,Open,0.07,16.0
R0254,Z01,Z04,13.194883,80.239893,12.884835,80.121577,8.0,1,high,0.25,Open,0.1,30.0
R0255,Z05,Z04,12.997029,80.180985,12.90234,80.177051,8.0,1,low,0.65,Open,0.04,18.0
R0256,Z04,Z04,12.874424,80.27908,12.803783,80.148517,8.0,3,medium,0.45,Open,0.05,19.0
R0257,Z02,Z05,13.056918,80.294864,13.085224,80.162401,8.0,2,medium,0.6,Flooded,0.4,30.0
R0258,Z01,Z01,13.138966,80.216937,13.100182,80.284169,8.0,3,medium,0.25,Open,0.01,20.0
R0259,Z02,Z04,13.095082,80.241801,12.804088,80.191241,8.0,2,high,0.25,Open,0.09,27.0
R0260,Z04,Z04,12.924742,80.254927,12.934501,80.248979,1.55,1,high,0.65,Open,0.07,6.0
R0261,Z01,Z05,13.198051,80.252289,12.961216,80.143204,8.0,5,low,0.1,Open,0.02,17.0
R0262,Z04,Z05,12.873311,80.104112,13.132168,80.140299,8.0,3,high,0.65,Open,0.01,30.0
R0263,Z03,Z04,13.005312,80.260723,12.892252,80.203265,8.0,2,medium,0.1,Open,0.04,23.0
R0264,Z01,Z04,13.129933,80.280226,12.851092,80.2815,8.0,2,high,0.6,Open,0.05,31.0
R0265,Z04,Z04,12.86244,80.267736,12.807076,80.216667,8.0,3,medium,0.3,Open,0.0,20.0
R0266,Z04,Z04,12.956086,80.245675,12.842031,80.250212,8.0,2,low,0.45,Open,0.04,18.0
R0267,Z04,Z05,12.950049,80.200269,12.982524,80.127711,8.0,4,high,0.45,Open,0.08,31.0
R0268,Z02,Z04,13.085415,80.289871,12.859543,80.160612,8.0,4,high,0.25,Open,0.12,31.0
R0269,Z04,Z01,12.874726,80.246613,13.128612,80.230974,8.0,4,medium,0.6,Open,0.1,20.0
R0270,Z01,Z01,13.155419,80.169638,13.147494,80.297726,8.0,2,high,0.1,Open,0.01,26.0
R0271,Z01,Z03,13.171261,80.192267,12.939717,80.288367,8.0,3,low,0.45,Open,0.11,16.0
R0272,Z04,Z04,12.932051,80.148993,12.830601,80.14151,8.0,3,high,0.65,Open,0.02,25.0
R0273,Z04,Z03,12.885732,80.28941,13.038262,80.255106,8.0,1,high,0.6,Open,0.09,32.0
R0274,Z05,Z01,12.965027,80.149211,13.184877,80.180381,8.0,3,low,0.45,Open,0.06,18.0
R0275,Z02,Z04,13.062826,80.282181,12.831948,80.241758,8.0,3,high,0.6,Open,0.06,28.0
R0276,Z02,Z03,13.100713,80.196343,12.985379,80.270569,8.0,4,high,0.45,Open,0.03,28.0
R0277,Z01,Z04,13.18451,80.114959,12.842658,80.154615,8.0,2,low,0.1,Open,0.07,15.0
R0278,Z04,Z04,12.887267,80.105737,12.859067,80.231287,8.0,3,high,0.45,Open,0.12,26.0
R0279,Z02,Z04,13.067617,80.271861,12.879819,80.276385,8.0,6,medium,0.65,Open,0.03,20.0
R0280,Z01,Z05,13.187547,80.214467,12.965027,80.149211,8.0,3,low,0.45,Open,0.09,15.0
R0281,Z04,Z04,12.908412,80.2383,12.925633,80.193856,6.1,3,low,0.45,Open,0.08,11.0
R0282,Z01,Z03,13.184974,80.224829,12.990661,80.299722,8.0,5,medium,0.3,Open,0.11,24.0
R0283,Z04,Z03,12.869058,80.103925,12.948934,80.290692,8.0,4,high,0.65,Open,0.05,25.0
R0284,Z01,Z01,13.13537,80.260539,13.16312,80.183735,8.0,5,low,0.8,Open,0.04,18.0
R0285,Z04,Z04,12.911029,80.118892,12.918468,80.190253,8.0,3,low,0.4,Open,0.12,15.0
R0286,Z01,Z05,13.163468,80.170432,12.984628,80.119289,8.0,3,medium,0.65,Open,0.1,23.0
R0287,Z05,Z02,13.097721,80.137652,13.043664,80.258363,8.0,4,low,0.1,Open,0.08,16.0
R0288,Z04,Z02,12.840434,80.180347,13.09037,80.256853,8.0,4,medium,0.8,Open,0.11,23.0
R0289,Z01,Z03,13.138932,80.266297,13.03324,80.223743,8.0,6,medium,0.45,Open,0.11,20.0
R0290,Z05,Z04,13.102996,80.112178,12.979682,80.215126,8.0,3,high,0.25,Open,0.02,27.0
R0291,Z05,Z05,12.982524,80.127711,12.979773,80.125904,0.44,2,medium,0.6,Open,0.04,1.0
R0292,Z04,Z05,12.948804,80.158977,13.151811,80.11911,8.0,1,high,0.65,Blocked,1.1,
R0293,Z04,Z04,12.807663,80.111806,12.80424,80.244675,8.0,2,high,0.45,Open,0.02,26.0
R0294,Z05,Z04,13.032944,80.159342,12.810145,80.159297,8.0,4,low,0.3,Open,0.05,17.0
R0295,Z04,Z02,12.918477,80.208836,13.050938,80.281228,8.0,4,medium,0.25,Open,0.01,22.0
R0296,Z04,Z01,12.819596,80.151577,13.166625,80.209667,8.0,6,medium,0.45,Blocked,1.05,
R0297,Z02,Z05,13.050938,80.281228,13.12541,80.121223,8.0,4,medium,0.45,Open,0.1,20.0
R0298,Z04,Z04,12.934501,80.248979,12.886495,80.169046,8.0,4,low,0.45,Open,0.02,19.0
R0299,Z04,Z04,12.936386,80.131068,12.80424,80.244675,8.0,3,high,0.6,Blocked,0.69,
R0300,Z05,Z03,13.044436,80.130103,12.998076,80.256593,8.0,3,high,0.1,Open,0.11,31.0
R0301,Z05,Z01,13.000316,80.142753,13.13537,80.260539,8.0,2,low,0.1,Open,0.05,17.0
R0302,Z04,Z03,12.96427,80.196047,13.012712,80.282714,8.0,2,high,0.45,Open,0.07,31.0
R0303,Z05,Z03,13.145224,80.102416,13.025153,80.290321,8.0,4,medium,0.65,Blocked,1.16,
R0304,Z05,Z01,12.988979,80.169063,13.170822,80.195504,8.0,6,low,1.0,Open,0.0,18.0
R0305,Z04,Z02,12.898908,80.14765,13.072331,80.216361,8.0,2,medium,0.45,Open,0.08,21.0
R0306,Z05,Z05,12.996411,80.115814,13.129312,80.155801,8.0,6,medium,0.65,Open,0.06,22.0
R0307,Z01,Z01,13.16312,80.183735,13.118329,80.239739,8.0,2,medium,0.45,Open,0.06,20.0
R0308,Z04,Z01,12.894296,80.251977,13.147743,80.284721,8.0,2,low,0.6,Blocked,0.86,
R0309,Z04,Z04,12.911426,80.245373,12.865666,80.225481,6.83,5,medium,0.45,Open,0.1,15.0
R0310,Z04,Z02,12.932244,80.142896,13.087316,80.226797,8.0,3,low,0.45,Open,0.05,16.0
R0311,Z04,Z05,12.928114,80.28121,13.047732,80.181312,8.0,6,low,0.6,Open,0.03,16.0
R0312,Z04,Z05,12.869193,80.188647,12.945861,80.117513,8.0,2,medium,0.3,Open,0.1,23.0
R0313,Z05,Z04,13.106466,80.155149,12.936386,80.131068,8.0,1,medium,0.45,Open,0.1,19.0
R0314,Z03,Z05,13.024731,80.239553,13.169506,80.107817,8.0,1,medium,0.25,Open,0.0,19.0
R0315,Z02,Z01,13.087782,80.234596,13.153691,80.16884,8.0,3,low,0.45,Open,0.08,16.0
R0316,Z05,Z02,13.065783,80.176373,13.046575,80.244205,8.0,1,low,0.25,Open,0.05,18.0
R0317,Z01,Z04,13.178429,80.123177,12.841709,80.181911,8.0,5,low,0.1,Open,0.02,18.0
R0318,Z01,Z04,13.106815,80.243752,12.849446,80.297604,8.0,3,medium,0.65,Open,0.03,22.0
R0319,Z01,Z01,13.183117,80.261954,13.170934,80.236157,3.67,5,medium,0.85,Open,0.04,10.0
R0320,Z04,Z01,12.90234,80.177051,13.161164,80.21271,8.0,2,medium,0.25,Flooded,0.54,41.0
R0321,Z01,Z04,13.167903,80.176007,12.910225,80.265923,8.0,3,low,0.45,Open,0.11,15.0
R0322,Z01,Z04,13.134177,80.290553,12.933516,80.230036,8.0,3,medium,0.1,Open,0.08,18.0
R0323,Z01,Z03,13.160828,80.197208,12.993764,80.252691,8.0,5,medium,0.65,Open,0.11,23.0
R0324,Z04,Z02,12.957708,80.155542,13.085225,80.269786,8.0,3,high,0.1,Open,0.06,27.0
R0325,Z04,Z04,12.885827,80.187077,12.954767,80.197839,8.0,4,high,0.6,Open,0.03,32.0
R0326,Z01,Z04,13.143699,80.197399,12.800331,80.172707,8.0,4,medium,0.65,Open,0.04,20.0
R0327,Z05,Z05,13.08506,80.150247,13.14787,80.108834,8.0,1,low,0.65,Open,0.0,17.0
R0328,Z01,Z01,13.188013,80.109279,13.188415,80.16828,7.45,1,low,0.25,Open,0.04,18.0
R0329,Z04,Z05,12.975961,80.243145,12.988979,80.169063,8.0,5,medium,0.45,Open,0.07,19.0
R0330,Z04,Z05,12.800942,80.141466,13.132632,80.115095,8.0,3,medium,0.25,Open,0.12,20.0
R0331,Z05,Z01,13.033398,80.120058,13.183117,80.261954,8.0,4,medium,0.65,Open,0.07,19.0
R0332,Z01,Z05,13.127236,80.250878,13.04473,80.154626,8.0,4,high,0.1,Open,0.11,31.0
R0333,Z05,Z04,13.128577,80.12399,12.906044,80.187186,8.0,4,medium,0.65,Open,0.1,22.0
R0334,Z04,Z05,12.898506,80.250275,13.085224,80.162401,8.0,3,medium,0.65,Open,0.1,19.0
R0335,Z03,Z05,13.03998,80.246692,13.107108,80.178339,8.0,3,high,0.25,Open,0.1,32.0
R0336,Z04,Z04,12.964008,80.20961,12.804088,80.191241,8.0,1,high,0.65,Open,0.11,24.0
R0337,Z04,Z04,12.815314,80.208719,12.964979,80.237874,8.0,5,low,0.45,Open,0.04,17.0
R0338,Z02,Z01,13.088466,80.296021,13.191555,80.225763,8.0,3,medium,0.45,Open,0.11,18.0
R0339,Z04,Z05,12.811739,80.285293,13.027294,80.149223,8.0,2,low,0.8,Open,0.04,18.0
R0340,Z04,Z04,12.842658,80.154615,12.894591,80.133396,7.69,3,medium,0.8,Open,0.12,20.0
R0341,Z05,Z04,13.153794,80.125494,12.90624,80.241547,8.0,2,medium,0.45,Open,0.06,19.0
R0342,Z05,Z04,13.051843,80.101492,12.938726,80.155003,8.0,4,medium,0.45,Open,0.03,24.0
R0343,Z05,Z05,13.049284,80.173524,13.054212,80.167588,1.01,4,medium,0.45,Open,0.1,3.0
R0344,Z03,Z04,13.01833,80.254082,12.829092,80.111005,8.0,3,medium,0.45,Open,0.11,23.0
R0345,Z05,Z04,13.062244,80.117455,12.807691,80.256604,8.0,1,high,0.1,Open,0.08,28.0
R0346,Z04,Z04,12.887987,80.233219,12.867406,80.178225,7.51,5,low,0.4,Open,0.11,15.0
R0347,Z04,Z04,12.841709,80.181911,12.964245,80.198068,8.0,2,medium,0.4,Open,0.1,20.0
R0348,Z04,Z04,12.832635,80.160115,12.92456,80.1695,8.0,4,medium,0.65,Open,0.02,18.0
R0349,Z02,Z05,13.072331,80.216361,13.106466,80.155149,8.0,3,medium,0.45,Open,0.0,19.0
R0350,Z05,Z05,12.99902,80.15525,13.128577,80.12399,8.0,4,medium,0.45,Open,0.07,21.0
R0351,Z04,Z04,12.831533,80.116534,12.941818,80.265391,8.0,4,medium,0.45,Blocked,1.28,
R0352,Z04,Z03,12.866107,80.143929,12.980328,80.276252,8.0,5,low,0.3,Open,0.06,18.0
R0353,Z01,Z01,13.178429,80.123177,13.167547,80.144491,3.09,4,medium,0.45,Open,0.11,9.0
R0354,Z05,Z04,12.987569,80.123886,12.908412,80.2383,8.0,3,high,0.45,Open,0.08,26.0
R0355,Z01,Z05,13.188013,80.109279,13.095613,80.101007,8.0,2,medium,0.1,Open,0.09,22.0
R0356,Z05,Z03,13.067306,80.171061,13.032946,80.298525,8.0,3,medium,0.65,Open,0.0,19.0
R0357,Z03,Z02,13.009107,80.261191,13.079539,80.290415,8.0,2,medium,0.6,Open,0.1,19.0
R0358,Z02,Z04,13.108131,80.205146,12.859067,80.231287,8.0,5,medium,0.25,Open,0.03,24.0
R0359,Z04,Z04,12.932201,80.171009,12.871119,80.154927,8.0,2,medium,0.8,Open,0.1,18.0
R0360,Z01,Z05,13.127776,80.222476,12.987569,80.123886,8.0,3,medium,0.45,Open,0.06,22.0
R0361,Z03,Z04,12.988869,80.247665,12.87751,80.143024,8.0,2,low,0.25,Open,0.09,18.0
R0362,Z01,Z05,13.138892,80.2674,13.046763,80.11623,8.0,2,low,0.45,Open,0.02,16.0
R0363,Z05,Z05,13.051843,80.101492,12.986734,80.15425,8.0,6,medium,0.1,Open,0.04,23.0
R0364,Z05,Z04,12.976976,80.118113,12.817781,80.109314,8.0,2,medium,0.1,Open,0.09,22.0
R0365,Z04,Z04,12.905437,80.180288,12.936386,80.131068,7.55,4,low,0.6,Open,0.07,14.0
R0366,Z04,Z04,12.815252,80.187181,12.8144,80.203421,2.05,4,high,0.1,Open,0.03,7.0
R0367,Z03,Z01,13.024731,80.239553,13.105067,80.276132,8.0,2,low,0.65,Open,0.03,17.0
R0368,Z05,Z01,13.052711,80.15408,13.138862,80.274587,8.0,3,low,0.45,Open,0.05,18.0
R0369,Z04,Z05,12.802317,80.102702,13.11371,80.129011,8.0,1,high,0.1,Open,0.06,31.0
R0370,Z05,Z01,13.058339,80.10916,13.152998,80.258685,8.0,4,high,0.45,Open,0.07,25.0
R0371,Z03,Z05,13.032946,80.298525,13.142261,80.127245,8.0,4,low,0.45,Open,0.1,15.0
R0372,Z02,Z03,13.067617,80.271861,13.024731,80.239553,7.21,2,low,0.1,Open,0.03,17.0
R0373,Z05,Z01,13.057374,80.206391,13.124067,80.226184,8.0,5,high,0.1,Open,0.02,28.0
R0374,Z04,Z04,12.924645,80.211452,12.984553,80.200492,8.0,5,medium,0.45,Open,0.04,23.0
R0375,Z04,Z04,12.948804,80.158977,12.849446,80.297604,8.0,1,high,0.1,Open,0.1,30.0
R0376,Z05,Z01,13.035809,80.170197,13.196773,80.202719,8.0,5,medium,0.45,Flooded,0.47,35.0
R0377,Z01,Z03,13.198051,80.252289,13.002041,80.281399,8.0,5,medium,0.45,Open,0.0,22.0
R0378,Z03,Z05,13.026601,80.268879,13.062981,80.142158,8.0,5,high,0.65,Open,0.06,24.0
R0379,Z01,Z04,13.178615,80.135975,12.819596,80.151577,8.0,4,medium,0.65,Open,0.06,19.0
R0380,Z04,Z04,12.866139,80.12884,12.95539,80.180246,8.0,4,low,0.6,Open,0.05,19.0
R0381,Z04,Z03,12.978496,80.241726,12.985624,80.296864,7.03,3,medium,0.1,Open,0.02,17.0
R0382,Z04,Z04,12.871119,80.154927,12.866139,80.12884,3.37,5,low,0.45,Open,0.05,7.0
R0383,Z05,Z04,13.153794,80.125494,12.928114,80.28121,8.0,6,low,0.45,Open,0.12,19.0
R0384,Z02,Z04,13.099441,80.222663,12.957708,80.155542,8.0,3,high,0.1,Flooded,0.3,44.0
R0385,Z04,Z04,12.902664,80.291512,12.874943,80.165694,8.0,3,low,0.65,Open,0.11,17.0
R0386,Z04,Z01,12.915393,80.1335,13.175849,80.24361,8.0,4,high,0.45,Open,0.08,27.0
R0387,Z04,Z02,12.831109,80.156496,13.041202,80.281153,8.0,5,medium,0.25,Open,0.08,19.0
R0388,Z01,Z04,13.183117,80.261954,12.886631,80.227444,8.0,3,medium,0.65,Open,0.08,20.0
R0389,Z04,Z04,12.924742,80.254927,12.956672,80.252997,4.44,4,medium,0.1,Open,0.06,11.0
R0390,Z01,Z01,13.142228,80.220438,13.163468,80.170432,6.97,2,high,0.1,Open,0.07,22.0
R0391,Z05,Z01,13.052522,80.14345,13.184974,80.224829,8.0,1,medium,0.45,Open,0.12,19.0
R0392,Z01,Z01,13.105067,80.276132,13.172928,80.157062,8.0,3,medium,0.25,Open,0.01,21.0
R0393,Z03,Z01,13.025153,80.290321,13.149476,80.247158,8.0,4,low,0.65,Open,0.11,17.0
R0394,Z03,Z04,12.988869,80.247665,12.978496,80.241726,1.62,1,medium,0.6,Open,0.06,4.0
R0395,Z04,Z05,12.926157,80.209326,13.134769,80.107958,8.0,3,low,0.45,Open,0.07,16.0
R0396,Z01,Z05,13.15515,80.176578,13.072898,80.160243,8.0,5,low,0.45,Open,0.06,19.0
R0397,Z04,Z05,12.916615,80.103924,13.128577,80.12399,8.0,1,high,0.65,Flooded,0.49,50.0
R0398,Z01,Z04,13.138862,80.274587,12.906363,80.241672,8.0,2,low,0.3,Open,0.08,19.0
R0399,Z04,Z01,12.964817,80.251759,13.190167,80.115243,8.0,4,medium,0.1,Open,0.01,20.0
R0400,Z04,Z01,12.816235,80.257122,13.162541,80.20427,8.0,3,medium,0.3,Open,0.09,19.0
R0401,Z04,Z04,12.860942,80.153336,12.906085,80.111298,8.0,5,medium,0.45,Open,0.03,19.0
R0402,Z02,Z04,13.099441,80.222663,12.846897,80.212079,8.0,5,medium,0.6,Open,0.07,24.0
R0403,Z04,Z04,12.824737,80.131002,12.922646,80.237274,8.0,2,high,0.45,Open,0.05,31.0
R0404,Z04,Z04,12.932201,80.171009,12.822978,80.147682,8.0,3,low,0.8,Open,0.04,16.0
R0405,Z01,Z01,13.166652,80.263692,13.181795,80.130798,8.0,5,high,0.45,Open,0.02,27.0
R0406,Z04,Z05,12.971181,80.227909,13.144089,80.144206,8.0,3,high,1.0,Open,0.05,30.0
R0407,Z04,Z05,12.886495,80.169046,13.075732,80.122892,8.0,3,low,0.1,Open,0.07,15.0
R0408,Z04,Z04,12.919143,80.149866,12.859067,80.231287,8.0,4,low,0.45,Open,0.03,16.0
R0409,Z04,Z01,12.866107,80.143929,13.105254,80.251276,8.0,3,high,0.45,Open,0.01,30.0
R0410,Z04,Z04,12.906044,80.187186,12.890401,80.143826,5.89,2,low,0.45,Open,0.02,12.0
R0411,Z02,Z01,13.068834,80.22901,13.13537,80.260539,8.0,3,high,0.45,Open,0.0,25.0
R0412,Z04,Z01,12.947432,80.221219,13.177849,80.114908,8.0,4,high,0.45,Open,0.11,31.0
R0413,Z03,Z04,13.025153,80.290321,12.869385,80.115294,8.0,5,medium,0.1,Open,0.07,22.0
R0414,Z05,Z02,13.101753,80.155609,13.067617,80.271861,8.0,4,high,0.25,Open,0.1,30.0
R0415,Z01,Z04,13.195686,80.134903,12.932244,80.142896,8.0,3,low,0.45,Open,0.07,16.0
R0416,Z01,Z04,13.153691,80.16884,12.875182,80.149177,8.0,3,medium,0.6,Open,0.03,24.0
R0417,Z05,Z01,13.064231,80.188245,13.18632,80.138826,8.0,4,medium,0.55,Open,0.02,21.0
R0418,Z04,Z04,12.91143,80.158485,12.866592,80.202012,8.0,3,low,0.1,Open,0.02,15.0
R0419,Z04,Z04,12.86244,80.267736,12.831109,80.156496,8.0,2,low,0.65,Open,0.12,17.0
R0420,Z05,Z04,12.945861,80.117513,12.94758,80.184054,8.0,5,high,0.3,Open,0.01,29.0
R0421,Z05,Z04,13.046763,80.11623,12.90624,80.241547,8.0,4,low,0.45,Open,0.03,15.0
R0422,Z04,Z04,12.824737,80.131002,12.948346,80.231396,8.0,4,high,0.45,Flooded,0.38,42.0
R0423,Z05,Z04,13.151811,80.11911,12.898908,80.14765,8.0,4,high,0.8,Open,0.09,26.0
R0424,Z02,Z01,13.108131,80.205146,13.188021,80.110035,8.0,2,high,0.1,Open,0.04,28.0
R0425,Z04,Z05,12.867469,80.25476,13.035059,80.141985,8.0,2,medium,0.6,Open,0.08,18.0
R0426,Z01,Z04,13.100182,80.284169,12.994957,80.201406,8.0,2,low,0.45,Flooded,0.29,31.0
R0427,Z05,Z05,13.081975,80.182263,13.047732,80.181312,4.75,5,high,0.3,Open,0.04,16.0
R0428,Z01,Z04,13.160877,80.217073,12.964979,80.237874,8.0,2,medium,0.45,Open,0.08,21.0
R0429,Z01,Z01,13.117888,80.234359,13.128761,80.276771,5.56,4,medium,0.45,Open,0.09,16.0
R0430,Z05,Z05,13.04473,80.154626,13.027208,80.20029,6.26,4,medium,0.1,Blocked,1.2,
R0431,Z01,Z02,13.182381,80.180205,13.088466,80.296021,8.0,3,high,0.3,Open,0.05,24.0
R0432,Z04,Z04,12.875933,80.268281,12.96427,80.196047,8.0,6,high,0.1,Open,0.05,24.0
R0433,Z04,Z03,12.838996,80.122011,12.964571,80.275668,8.0,1,low,0.25,Open,0.1,19.0
R0434,Z04,Z04,12.984553,80.200492,12.831948,80.241758,8.0,4,medium,0.65,Open,0.07,24.0
R0435,Z05,Z04,13.000316,80.142753,12.91542,80.168664,8.0,4,medium,0.45,Blocked,0.57,
R0436,Z04,Z03,12.957745,80.233285,13.012712,80.282714,8.0,5,high,0.1,Flooded,0.36,51.0
R0437,Z01,Z01,13.171261,80.192267,13.160185,80.204003,2.13,3,medium,0.65,Open,0.11,6.0
R0438,Z04,Z03,12.869171,80.161093,13.03984,80.26039,8.0,3,high,0.3,Open,0.01,24.0
R0439,Z01,Z01,13.125041,80.23071,13.193623,80.18198,8.0,4,medium,1.0,Open,0.04,22.0
R0440,Z04,Z04,12.822978,80.147682,12.893003,80.238972,8.0,3,low,0.3,Open,0.03,19.0
R0441,Z01,Z04,13.191099,80.2506,12.887987,80.233219,8.0,3,medium,0.25,Open,0.09,22.0
R0442,Z05,Z05,13.052522,80.14345,13.067306,80.171061,4.04,5,high,0.25,Open,0.04,14.0
R0443,Z05,Z04,13.12541,80.121223,12.948615,80.224853,8.0,3,medium,0.1,Open,0.02,19.0
R0444,Z04,Z01,12.910225,80.265923,13.178429,80.123177,8.0,3,low,0.65,Open,0.1,18.0
R0445,Z04,Z05,12.896466,80.275273,13.05718,80.135709,8.0,2,low,0.8,Open,0.06,16.0
R0446,Z04,Z02,12.984885,80.198132,13.083493,80.234633,8.0,1,low,0.65,Open,0.02,16.0
R0447,Z02,Z03,13.088205,80.282326,12.999216,80.280452,8.0,4,high,0.65,Open,0.12,32.0
R0448,Z01,Z04,13.138966,80.216937,12.916615,80.103924,8.0,5,low,0.65,Open,0.12,16.0
R0449,Z01,Z04,13.184485,80.191928,12.885732,80.28941,8.0,2,medium,0.45,Open,0.0,24.0
R0450,Z04,Z05,12.994957,80.201406,12.961216,80.143204,8.0,5,high,0.55,Open,0.0,26.0
R0451,Z05,Z01,13.102996,80.112178,13.188013,80.109279,8.0,2,medium,0.45,Open,0.01,22.0
R0452,Z05,Z03,12.982524,80.127711,12.993764,80.252691,8.0,3,high,0.55,Open,0.1,28.0
R0453,Z05,Z05,13.062486,80.134961,13.101488,80.166135,6.69,5,high,0.45,Open,0.09,27.0
R0454,Z04,Z04,12.855413,80.115938,12.838996,80.122011,2.4,5,high,0.1,Open,0.01,9.0
R0455,Z05,Z01,12.945861,80.117513,13.193623,80.18198,8.0,2,high,0.1,Open,0.09,29.0
R0456,Z04,Z01,12.8565,80.140439,13.159443,80.154746,8.0,5,high,0.45,Open,0.12,31.0
R0457,Z04,Z04,12.810942,80.232968,12.842879,80.206219,5.57,2,low,0.1,Open,0.11,13.0
R0458,Z01,Z04,13.186773,80.223555,12.957745,80.233285,8.0,4,high,0.8,Open,0.05,29.0
R0459,Z04,Z04,12.831109,80.156496,12.867718,80.22025,8.0,2,medium,0.65,Open,0.04,22.0
R0460,Z02,Z04,13.095082,80.241801,12.817781,80.109314,8.0,4,high,0.4,Open,0.11,26.0
R0461,Z01,Z01,13.193623,80.18198,13.177849,80.114908,8.0,3,medium,0.65,Open,0.08,23.0
R0462,Z04,Z01,12.867718,80.22025,13.122343,80.263315,8.0,3,low,0.3,Open,0.07,18.0
R0463,Z04,Z04,12.891806,80.187451,12.99687,80.202554,8.0,4,medium,0.45,Open,0.07,19.0
R0464,Z04,Z04,12.819596,80.151577,12.92935,80.201991,8.0,3,medium,0.45,Open,0.1,23.0
R0465,Z04,Z05,12.825091,80.189388,13.023442,80.159728,8.0,1,low,0.25,Open,0.09,15.0
R0466,Z02,Z01,13.111716,80.222097,13.188013,80.109279,8.0,5,high,0.25,Open,0.03,28.0
R0467,Z04,Z05,12.812906,80.225267,13.142073,80.140791,8.0,4,high,0.45,Open,0.03,31.0
R0468,Z04,Z05,12.942687,80.173551,13.000316,80.142753,8.0,1,medium,0.45,Open,0.04,20.0
R0469,Z01,Z05,13.160877,80.217073,13.15716,80.108805,8.0,1,high,0.3,Open,0.01,28.0
R0470,Z04,Z05,12.897717,80.146945,13.017884,80.180292,8.0,1,low,0.25,Open,0.01,16.0
R0471,Z05,Z04,12.967919,80.148835,12.94758,80.184054,5.27,3,low,0.1,Open,0.12,10.0
R0472,Z03,Z01,13.023985,80.224448,13.138892,80.2674,8.0,4,medium,0.25,Open,0.01,21.0
R0473,Z04,Z05,12.912718,80.27314,13.101488,80.166135,8.0,5,high,0.65,Open,0.1,30.0
R0474,Z01,Z04,13.174765,80.208693,12.879266,80.115344,8.0,4,medium,0.65,Open,0.03,23.0
R0475,Z01,Z05,13.106815,80.243752,13.05718,80.135709,8.0,2,medium,0.45,Open,0.12,18.0
R0476,Z04,Z01,12.921063,80.288021,13.195686,80.134903,8.0,5,medium,0.45,Open,0.1,19.0
R0477,Z05,Z05,12.956083,80.12766,13.058756,80.195367,8.0,5,medium,0.1,Open,0.08,19.0
R0478,Z01,Z01,13.18451,80.114959,13.132439,80.247215,8.0,1,low,0.25,Open,0.01,15.0
R0479,Z05,Z04,13.132168,80.140299,12.882682,80.172913,8.0,2,medium,0.45,Open,0.03,20.0
R0480,Z04,Z05,12.879266,80.115344,13.150067,80.119374,8.0,3,low,0.1,Open,0.12,18.0
R0481,Z04,Z04,12.90624,80.241547,12.800172,80.202976,8.0,4,medium,0.8,Open,0.09,20.0
R0482,Z04,Z04,12.926202,80.112523,12.847954,80.110627,8.0,3,low,0.45,Open,0.11,18.0
R0483,Z04,Z04,12.843385,80.191578,12.815571,80.158474,5.69,3,medium,0.45,Open,0.1,14.0
R0484,Z05,Z04,13.058339,80.10916,12.866139,80.12884,8.0,2,medium,0.65,Open,0.08,23.0
R0485,Z01,Z01,13.191947,80.197908,13.193623,80.18198,2.02,5,high,0.45,Open,0.12,8.0
R0486,Z04,Z04,12.842031,80.250212,12.924624,80.158824,8.0,1,low,0.3,Open,0.06,15.0
R0487,Z05,Z03,13.109903,80.151201,13.03324,80.223743,8.0,3,medium,0.45,Open,0.04,19.0
R0488,Z01,Z04,13.132385,80.271048,12.915393,80.1335,8.0,5,high,0.1,Open,0.03,27.0
R0489,Z04,Z05,12.850838,80.106233,13.044829,80.193424,8.0,2,high,0.45,Open,0.08,24.0
R0490,Z04,Z04,12.800782,80.185838,12.86244,80.267736,8.0,4,medium,1.0,Open,0.05,18.0
R0491,Z02,Z04,13.057548,80.234556,12.942028,80.277695,8.0,5,medium,0.45,Open,0.06,19.0
R0492,Z01,Z03,13.094119,80.284916,12.985379,80.270569,8.0,3,high,0.85,Open,0.05,24.0
R0493,Z04,Z01,12.875182,80.149177,13.161164,80.21271,8.0,5,medium,0.45,Open,0.09,20.0
R0494,Z04,Z01,12.869058,80.103925,13.160828,80.197208,8.0,3,low,0.45,Open,0.04,16.0
R0495,Z03,Z04,13.03665,80.279026,12.879266,80.115344,8.0,3,medium,0.25,Open,0.11,22.0
R0496,Z01,Z04,13.159211,80.181916,12.831948,80.241758,8.0,4,low,0.45,Open,0.07,18.0
R0497,Z04,Z05,12.906085,80.111298,13.023442,80.159728,8.0,3,high,0.1,Open,0.11,29.0
R0498,Z04,Z01,12.911426,80.245373,13.129196,80.193715,8.0,2,medium,0.45,Open,0.11,21.0
R0499,Z04,Z01,12.945712,80.191529,13.193623,80.18198,8.0,3,low,1.0,Open,0.07,15.0
R0500,Z04,Z05,12.926202,80.112523,13.086777,80.163297,8.0,3,medium,0.45,Open,0.11,20.0
