event_id,cell_id,zone_id,zone_name,rainfall_mm_day,flood_index,response_stage,hour,minute
E04768,Z02-031,Z02,Central Chennai,10.6,0.826,Normal,19,44
E04769,Z03-049,Z03,Adyar,3.5,0.381,Evacuation,5,22
E04770,Z02-070,Z02,Central Chennai,8.1,0.786,Emergency,10,46
E04771,Z01-017,Z01,North Chennai,9.2,1.099,Emergency,5,35
E04772,Z02-060,Z02,Central Chennai,8.0,0.953,Emergency,21,25
E04773,Z01-047,Z01,North Chennai,9.7,1.321,Emergency,3,9
E04774,Z04-037,Z04,Velachery,13.9,1.917,Evacuation,11,51
E04775,Z05-094,Z05,South-West Chennai,1.8,0.265,Evacuation,21,13
E04776,Z05-022,Z05,South-West Chennai,11.6,1.362,Evacuation,11,59
E04777,Z05-046,Z05,South-West Chennai,9.4,1.004,Evacuation,23,45
E04778,Z05-071,Z05,South-West Chennai,8.4,1.008,Warning,22,7
E04779,Z01-070,Z01,North Chennai,8.5,1.129,Warning,13,24
E04780,Z02-052,Z02,Central Chennai,7.2,1.007,Emergency,8,4
E04781,Z01-052,Z01,North Chennai,7.4,0.821,Evacuation,17,45
E04782,Z05-092,Z05,South-West Chennai,8.8,1.16,Warning,4,23
E04783,Z05-064,Z05,South-West Chennai,2.8,0.229,Emergency,18,42
E04784,Z03-062,Z03,Adyar,3.2,0.291,Warning,6,59
E04785,Z03-061,Z03,Adyar,11.6,1.152,Normal,5,44
E04786,Z03-028,Z03,Adyar,9.4,1.298,Evacuation,12,38
E04787,Z02-060,Z02,Central Chennai,9.5,0.884,Evacuation,1,32
E04788,Z03-092,Z03,Adyar,2.7,0.317,Evacuation,21,6
E04789,Z03-049,Z03,Adyar,2.9,0.306,Evacuation,19,40
E04790,Z05-021,Z05,South-West Chennai,21.7,2.053,Evacuation,3,35
E04791,Z03-086,Z03,Adyar,9.9,1.099,Warning,18,43
E04792,Z02-061,Z02,Central Chennai,12.9,1.266,Normal,2,35
E04793,Z01-019,Z01,North Chennai,8.8,0.998,Evacuation,6,21
E04794,Z03-049,Z03,Adyar,4.1,0.338,Normal,12,29
E04795,Z02-076,Z02,Central Chennai,3.0,0.351,Evacuation,18,48
E04796,Z04-039,Z04,Velachery,20.3,2.242,Emergency,12,14
E04797,Z02-084,Z02,Central Chennai,2.1,0.242,Evacuation,19,6
E04798,Z04-020,Z04,Velachery,9.2,1.061,Warning,17,36
E04799,Z04-082,Z04,Velachery,6.4,1.16,Warning,15,12
E04800,Z05-036,Z05,South-West Chennai,2.7,0.364,Normal,22,55
E04801,Z05-005,Z05,South-West Chennai,3.6,0.266,Evacuation,12,42
E04802,Z03-056,Z03,Adyar,18.3,2.346,Evacuation,7,16
E04803,Z04-094,Z04,Velachery,2.6,0.335,Evacuation,20,13
E04804,Z01-037,Z01,North Chennai,10.3,1.036,Warning,8,36
E04805,Z02-026,Z02,Central Chennai,3.7,0.314,Evacuation,3,51
E04806,Z05-078,Z05,South-West Chennai,12.2,1.222,Evacuation,21,51
E04807,Z01-029,Z01,North Chennai,3.6,0.462,Evacuation,22,41
E04808,Z03-076,Z03,Adyar,2.8,0.307,Normal,4,13
E04809,Z02-067,Z02,Central Chennai,9.0,1.195,Warning,1,32
E04810,Z04-071,Z04,Velachery,10.0,1.264,Evacuation,8,54
E04811,Z02-032,Z02,Central Chennai,8.0,0.791,Evacuation,7,32
E04812,Z05-090,Z05,South-West Chennai,6.9,0.681,Warning,13,4
E04813,Z01-038,Z01,North Chennai,7.1,1.205,Warning,10,44
E04814,Z04-025,Z04,Velachery,2.2,0.287,Evacuation,21,43
E04815,Z03-031,Z03,Adyar,17.0,1.892,Warning,5,6
E04816,Z04-027,Z04,Velachery,2.3,0.366,Evacuation,5,45
E04817,Z01-021,Z01,North Chennai,6.7,1.19,Warning,21,32
E04818,Z03-071,Z03,Adyar,11.5,1.109,Warning,11,23
E04819,Z05-062,Z05,South-West Chennai,19.8,1.533,Warning,5,57
E04820,Z04-042,Z04,Velachery,9.6,0.909,Emergency,11,49
E04821,Z02-051,Z02,Central Chennai,3.1,0.344,Evacuation,15,10
E04822,Z05-057,Z05,South-West Chennai,6.4,0.877,Emergency,1,2
E04823,Z05-054,Z05,South-West Chennai,11.7,0.915,Normal,6,56
E04824,Z05-079,Z05,South-West Chennai,12.8,1.774,Evacuation,18,56
E04825,Z04-049,Z04,Velachery,16.8,3.081,Emergency,11,39
E04826,Z03-023,Z03,Adyar,9.3,1.133,Evacuation,11,36
E04827,Z05-089,Z05,South-West Chennai,3.4,0.283,Evacuation,13,1
E04828,Z05-001,Z05,South-West Chennai,8.7,0.722,Normal,3,43
E04829,Z01-006,Z01,North Chennai,11.8,1.082,Evacuation,16,16
E04830,Z04-059,Z04,Velachery,13.3,1.458,Warning,1,56
E04831,Z05-012,Z05,South-West Chennai,2.3,0.319,Evacuation,5,12
E04832,Z05-001,Z05,South-West Chennai,11.2,0.762,Emergency,20,0
E04833,Z04-087,Z04,Velachery,1.9,0.296,Emergency,0,35
E04834,Z04-086,Z04,Velachery,14.5,1.908,Normal,17,50
E04835,Z02-007,Z02,Central Chennai,8.4,1.063,Emergency,1,12
E04836,Z03-057,Z03,Adyar,11.0,1.327,Emergency,10,52
E04837,Z04-057,Z04,Velachery,6.2,1.123,Evacuation,22,13
E04838,Z02-081,Z02,Central Chennai,12.1,0.916,Warning,14,12
E04839,Z03-006,Z03,Adyar,7.0,1.096,Normal,19,15
E04840,Z02-039,Z02,Central Chennai,2.6,0.294,Warning,18,21
E04841,Z05-088,Z05,South-West Chennai,17.6,1.781,Evacuation,20,27
E04842,Z02-089,Z02,Central Chennai,2.6,0.355,Evacuation,20,15
E04843,Z01-062,Z01,North Chennai,6.7,0.918,Emergency,5,28
E04844,Z04-009,Z04,Velachery,10.9,1.217,Evacuation,1,14
E04845,Z05-023,Z05,South-West Chennai,9.3,0.936,Warning,16,22
E04846,Z02-097,Z02,Central Chennai,2.3,0.245,Normal,2,7
E04847,Z02-052,Z02,Central Chennai,8.2,0.93,Normal,20,58
E04848,Z02-030,Z02,Central Chennai,9.8,1.033,Warning,13,26
E04849,Z05-047,Z05,South-West Chennai,8.8,0.724,Normal,19,31
E04850,Z02-081,Z02,Central Chennai,8.1,0.906,Emergency,20,29
E04851,Z02-024,Z02,Central Chennai,8.4,1.174,Evacuation,13,40
E04852,Z02-031,Z02,Central Chennai,10.1,1.043,Emergency,18,47
E04853,Z02-064,Z02,Central Chennai,12.8,1.563,Normal,4,12
E04854,Z05-048,Z05,South-West Chennai,11.3,1.044,Emergency,22,9
E04855,Z03-079,Z03,Adyar,9.6,1.131,Evacuation,18,55
E04856,Z04-013,Z04,Velachery,10.6,1.186,Normal,4,49
E04857,Z02-008,Z02,Central Chennai,8.6,1.206,Evacuation,19,0
E04858,Z01-091,Z01,North Chennai,3.2,0.292,Emergency,14,52
E04859,Z03-001,Z03,Adyar,8.9,1.027,Normal,5,58
E04860,Z02-005,Z02,Central Chennai,6.2,0.726,Warning,17,22
E04861,Z01-048,Z01,North Chennai,6.3,1.119,Evacuation,17,16
E04862,Z03-036,Z03,Adyar,17.6,1.507,Emergency,12,7
E04863,Z03-062,Z03,Adyar,2.3,0.28,Normal,16,52
E04864,Z05-014,Z05,South-West Chennai,11.5,0.885,Evacuation,7,19
E04865,Z03-081,Z03,Adyar,13.2,2.185,Normal,23,50
E04866,Z01-063,Z01,North Chennai,2.0,0.229,Normal,13,33
E04867,Z01-060,Z01,North Chennai,8.8,1.196,Evacuation,20,32
E04868,Z04-002,Z04,Velachery,2.5,0.28,Evacuation,1,52
E04869,Z05-021,Z05,South-West Chennai,18.6,2.187,Warning,22,9
E04870,Z02-005,Z02,Central Chennai,6.1,0.765,Emergency,8,25
E04871,Z02-085,Z02,Central Chennai,2.2,0.279,Evacuation,18,37
E04872,Z04-034,Z04,Velachery,8.0,1.294,Emergency,16,7
E04873,Z05-046,Z05,South-West Chennai,8.3,1.074,Warning,3,57
E04874,Z05-070,Z05,South-West Chennai,15.6,1.369,Evacuation,17,36
E04875,Z04-022,Z04,Velachery,2.6,0.375,Emergency,3,49
E04876,Z05-014,Z05,South-West Chennai,10.6,1.068,Evacuation,14,48
E04877,Z02-099,Z02,Central Chennai,22.5,1.46,Warning,16,12
E04878,Z04-047,Z04,Velachery,2.0,0.271,Warning,14,56
E04879,Z03-050,Z03,Adyar,19.6,2.221,Evacuation,22,13
E04880,Z01-090,Z01,North Chennai,3.8,0.403,Evacuation,4,25
E04881,Z03-043,Z03,Adyar,3.3,0.298,Warning,7,27
E04882,Z03-013,Z03,Adyar,3.0,0.301,Evacuation,6,1
E04883,Z01-003,Z01,North Chennai,9.0,0.889,Warning,20,32
E04884,Z05-068,Z05,South-West Chennai,13.1,0.947,Warning,18,35
E04885,Z02-001,Z02,Central Chennai,9.8,0.908,Evacuation,2,16
E04886,Z05-087,Z05,South-West Chennai,21.8,2.393,Emergency,17,30
E04887,Z01-100,Z01,North Chennai,11.8,1.398,Emergency,12,35
E04888,Z01-035,Z01,North Chennai,10.0,1.21,Evacuation,15,4
E04889,Z03-012,Z03,Adyar,3.2,0.351,Evacuation,11,30
E04890,Z04-012,Z04,Velachery,3.2,0.394,Normal,0,18
E04891,Z04-028,Z04,Velachery,2.7,0.475,Evacuation,13,57
E04892,Z01-056,Z01,North Chennai,3.2,0.392,Warning,14,28
E04893,Z02-025,Z02,Central Chennai,3.2,0.232,Warning,0,49
E04894,Z05-055,Z05,South-West Chennai,18.2,1.763,Evacuation,15,6
E04895,Z01-094,Z01,North Chennai,2.1,0.342,Evacuation,15,46
E04896,Z03-098,Z03,Adyar,1.9,0.26,Evacuation,11,5
E04897,Z01-046,Z01,North Chennai,9.2,0.771,Emergency,0,51
E04898,Z05-064,Z05,South-West Chennai,2.7,0.242,Normal,21,17
E04899,Z01-017,Z01,North Chennai,13.0,1.358,Warning,12,51
E04900,Z05-017,Z05,South-West Chennai,8.1,1.098,Warning,22,47
E04901,Z03-056,Z03,Adyar,21.8,2.374,Warning,6,13
E04902,Z04-091,Z04,Velachery,3.6,0.359,Normal,12,18
E04903,Z05-071,Z05,South-West Chennai,10.1,0.92,Evacuation,17,8
E04904,Z02-076,Z02,Central Chennai,2.6,0.359,Warning,2,26
E04905,Z04-055,Z04,Velachery,12.2,1.148,Evacuation,6,51
E04906,Z05-022,Z05,South-West Chennai,9.7,1.281,Normal,6,28
E04907,Z05-095,Z05,South-West Chennai,3.8,0.303,Normal,6,8
E04908,Z05-080,Z05,South-West Chennai,8.3,0.84,Normal,2,48
E04909,Z03-004,Z03,Adyar,2.6,0.408,Evacuation,1,44
E04910,Z04-024,Z04,Velachery,9.5,1.486,Evacuation,19,1
E04911,Z03-088,Z03,Adyar,12.6,1.397,Evacuation,15,52
E04912,Z02-040,Z02,Central Chennai,9.2,0.727,Evacuation,14,18
E04913,Z02-027,Z02,Central Chennai,7.9,0.958,Warning,4,11
E04914,Z04-072,Z04,Velachery,13.2,2.494,Warning,17,49
E04915,Z01-069,Z01,North Chennai,3.2,0.358,Evacuation,1,1
E04916,Z02-023,Z02,Central Chennai,4.1,0.396,Emergency,4,55
E04917,Z01-031,Z01,North Chennai,8.0,0.964,Evacuation,17,49
E04918,Z03-089,Z03,Adyar,2.9,0.326,Evacuation,22,1
E04919,Z04-056,Z04,Velachery,2.0,0.291,Normal,6,5
E04920,Z03-007,Z03,Adyar,2.3,0.277,Evacuation,19,30
E04921,Z03-040,Z03,Adyar,2.8,0.383,Evacuation,21,49
E04922,Z02-072,Z02,Central Chennai,11.4,1.052,Normal,5,44
E04923,Z03-015,Z03,Adyar,10.4,1.221,Evacuation,1,26
E04924,Z02-038,Z02,Central Chennai,13.1,0.968,Evacuation,11,48
E04925,Z01-066,Z01,North Chennai,16.5,1.861,Emergency,4,5
E04926,Z02-071,Z02,Central Chennai,14.5,1.487,Emergency,20,0
E04927,Z05-042,Z05,South-West Chennai,2.6,0.237,Emergency,19,36
E04928,Z01-021,Z01,North Chennai,7.9,1.158,Warning,23,36
E04929,Z05-058,Z05,South-West Chennai,10.1,0.944,Evacuation,9,38
E04930,Z05-100,Z05,South-West Chennai,2.0,0.201,Normal,3,41
E04931,Z05-090,Z05,South-West Chennai,9.0,0.619,Emergency,19,7
E04932,Z03-025,Z03,Adyar,7.5,0.803,Evacuation,5,49
E04933,Z02-060,Z02,Central Chennai,10.0,1.026,Evacuation,11,32
E04934,Z04-053,Z04,Velachery,11.7,1.492,Evacuation,21,16
E04935,Z01-066,Z01,North Chennai,18.5,1.813,Normal,3,52
E04936,Z05-016,Z05,South-West Chennai,11.9,1.061,Evacuation,9,11
E04937,Z05-060,Z05,South-West Chennai,11.7,1.099,Warning,12,30
E04938,Z01-017,Z01,North Chennai,12.1,1.205,Evacuation,12,57
E04939,Z04-030,Z04,Velachery,10.6,1.098,Evacuation,10,44
E04940,Z02-085,Z02,Central Chennai,3.0,0.291,Evacuation,15,46
E04941,Z01-051,Z01,North Chennai,2.9,0.362,Emergency,18,16
E04942,Z04-042,Z04,Velachery,9.5,1.058,Normal,20,50
E04943,Z01-068,Z01,North Chennai,3.2,0.412,Evacuation,3,30
E04944,Z05-009,Z05,South-West Chennai,2.6,0.191,Evacuation,6,46
E04945,Z02-022,Z02,Central Chennai,6.4,0.995,Evacuation,23,11
E04946,Z04-096,Z04,Velachery,4.0,0.34,Emergency,2,55
E04947,Z05-060,Z05,South-West Chennai,10.9,0.956,Warning,6,9
E04948,Z04-095,Z04,Velachery,18.1,1.928,Warning,10,8
E04949,Z05-060,Z05,South-West Chennai,9.1,1.129,Evacuation,9,8
E04950,Z01-070,Z01,North Chennai,8.1,1.164,Normal,19,11
E04951,Z02-100,Z02,Central Chennai,7.9,0.811,Emergency,20,39
E04952,Z05-050,Z05,South-West Chennai,2.2,0.166,Normal,11,39
E04953,Z03-001,Z03,Adyar,9.5,1.01,Emergency,23,24
E04954,Z02-010,Z02,Central Chennai,6.9,0.899,Warning,0,34
E04955,Z03-009,Z03,Adyar,6.5,0.833,Normal,20,56
E04956,Z01-071,Z01,North Chennai,2.7,0.296,Warning,21,42
E04957,Z03-092,Z03,Adyar,2.8,0.312,Normal,10,10
E04958,Z03-021,Z03,Adyar,10.7,0.884,Evacuation,14,56
E04959,Z01-044,Z01,North Chennai,13.1,1.588,Warning,17,19
E04960,Z02-098,Z02,Central Chennai,14.0,1.856,Emergency,6,11
E04961,Z05-010,Z05,South-West Chennai,10.1,1.111,Warning,23,59
E04962,Z02-062,Z02,Central Chennai,10.7,1.172,Emergency,22,25
E04963,Z01-074,Z01,North Chennai,10.3,1.155,Emergency,8,56
E04964,Z01-054,Z01,North Chennai,3.6,0.429,Evacuation,11,34
E04965,Z01-040,Z01,North Chennai,14.4,1.786,Warning,18,27
E04966,Z01-069,Z01,North Chennai,3.2,0.302,Normal,3,1
E04967,Z01-005,Z01,North Chennai,10.7,1.213,Evacuation,12,48
E04968,Z04-047,Z04,Velachery,2.4,0.286,Evacuation,23,59
E04969,Z05-098,Z05,South-West Chennai,11.2,1.114,Normal,15,22
E04970,Z05-039,Z05,South-West Chennai,9.1,0.842,Normal,2,16
E04971,Z02-050,Z02,Central Chennai,12.4,1.36,Evacuation,12,42
E04972,Z01-007,Z01,North Chennai,3.5,0.404,Emergency,12,17
E04973,Z04-067,Z04,Velachery,12.8,1.584,Warning,21,34
E04974,Z01-090,Z01,North Chennai,2.9,0.315,Normal,3,31
E04975,Z05-018,Z05,South-West Chennai,2.8,0.177,Evacuation,1,47
E04976,Z04-047,Z04,Velachery,2.9,0.323,Emergency,3,17
E04977,Z02-073,Z02,Central Chennai,9.3,0.997,Warning,6,28
E04978,Z05-040,Z05,South-West Chennai,3.2,0.269,Normal,15,2
E04979,Z01-066,Z01,North Chennai,16.7,1.706,Evacuation,14,28
E04980,Z03-087,Z03,Adyar,2.3,0.267,Normal,9,1
E04981,Z03-057,Z03,Adyar,8.7,1.179,Normal,11,26
E04982,Z05-079,Z05,South-West Chennai,18.2,1.707,Evacuation,8,25
E04983,Z03-040,Z03,Adyar,3.0,0.31,Evacuation,7,57
E04984,Z01-079,Z01,North Chennai,9.9,1.418,Normal,0,5
E04985,Z01-066,Z01,North Chennai,17.0,1.797,Warning,22,6
E04986,Z02-014,Z02,Central Chennai,11.3,1.149,Normal,0,5
E04987,Z01-048,Z01,North Chennai,7.7,1.095,Emergency,16,7
E04988,Z05-094,Z05,South-West Chennai,2.3,0.264,Warning,5,1
E04989,Z04-081,Z04,Velachery,7.3,0.904,Warning,13,19
E04990,Z04-085,Z04,Velachery,2.5,0.297,Warning,15,25
E04991,Z03-005,Z03,Adyar,3.0,0.319,Normal,3,49
E04992,Z05-088,Z05,South-West Chennai,23.2,1.832,Normal,12,7
E04993,Z02-080,Z02,Central Chennai,8.5,0.829,Warning,1,24
E04994,Z03-047,Z03,Adyar,2.6,0.35,Normal,21,51
E04995,Z05-020,Z05,South-West Chennai,16.7,2.017,Warning,1,37
E04996,Z03-055,Z03,Adyar,6.7,1.026,Evacuation,20,19
E04997,Z02-023,Z02,Central Chennai,3.5,0.321,Warning,23,39
E04998,Z04-059,Z04,Velachery,9.8,1.849,Evacuation,14,47
E04999,Z01-024,Z01,North Chennai,10.5,1.182,Evacuation,5,17
E05000,Z04-098,Z04,Velachery,2.8,0.322,Evacuation,8,49
E05001,Z03-098,Z03,Adyar,2.9,0.317,Evacuation,5,17
E05002,Z05-024,Z05,South-West Chennai,10.0,1.109,Evacuation,12,15
E05003,Z01-063,Z01,North Chennai,2.4,0.243,Evacuation,23,22
E05004,Z05-087,Z05,South-West Chennai,20.4,2.071,Evacuation,0,35
E05005,Z05-075,Z05,South-West Chennai,2.7,0.254,Emergency,2,47
E05006,Z05-057,Z05,South-West Chennai,6.5,0.87,Warning,9,4
E05007,Z01-004,Z01,North Chennai,12.2,1.343,Evacuation,9,56
E05008,Z01-009,Z01,North Chennai,3.1,0.288,Emergency,14,21
E05009,Z02-066,Z02,Central Chennai,2.7,0.244,Warning,4,22
E05010,Z05-019,Z05,South-West Chennai,8.3,1.022,Evacuation,3,53
E05011,Z04-084,Z04,Velachery,3.3,0.347,Warning,19,56
E05012,Z01-045,Z01,North Chennai,17.9,2.095,Evacuation,16,35
E05013,Z03-052,Z03,Adyar,11.6,1.376,Evacuation,12,19
E05014,Z05-010,Z05,South-West Chennai,8.7,1.081,Evacuation,5,37
E05015,Z03-079,Z03,Adyar,10.4,1.248,Evacuation,17,2
E05016,Z01-094,Z01,North Chennai,2.7,0.314,Warning,8,0
E05017,Z02-034,Z02,Central Chennai,7.6,0.844,Evacuation,19,45
E05018,Z02-061,Z02,Central Chennai,12.0,0.981,Emergency,21,8
E05019,Z05-031,Z05,South-West Chennai,9.4,0.719,Warning,8,44
E05020,Z04-023,Z04,Velachery,2.2,0.275,Normal,6,59
E05021,Z05-083,Z05,South-West Chennai,18.4,1.731,Emergency,0,32
E05022,Z02-006,Z02,Central Chennai,2.1,0.235,Emergency,21,13
E05023,Z03-092,Z03,Adyar,2.9,0.281,Evacuation,10,11
E05024,Z02-021,Z02,Central Chennai,3.2,0.237,Evacuation,18,2
E05025,Z01-019,Z01,North Chennai,10.3,0.777,Normal,4,34
E05026,Z01-013,Z01,North Chennai,9.8,1.468,Normal,23,31
E05027,Z05-086,Z05,South-West Chennai,1.8,0.231,Evacuation,6,34
E05028,Z02-017,Z02,Central Chennai,11.7,1.0,Normal,4,47
E05029,Z03-078,Z03,Adyar,11.4,1.524,Evacuation,19,20
E05030,Z01-027,Z01,North Chennai,9.2,1.044,Normal,4,45
E05031,Z03-004,Z03,Adyar,2.8,0.36,Evacuation,15,11
E05032,Z02-030,Z02,Central Chennai,9.2,1.078,Evacuation,22,55
E05033,Z02-064,Z02,Central Chennai,13.0,1.779,Normal,9,49
E05034,Z04-031,Z04,Velachery,2.9,0.473,Emergency,22,2
E05035,Z01-025,Z01,North Chennai,11.7,1.163,Normal,22,55
E05036,Z05-063,Z05,South-West Chennai,20.9,1.937,Warning,0,47
E05037,Z04-065,Z04,Velachery,17.2,1.828,Emergency,10,45
E05038,Z01-074,Z01,North Chennai,9.1,1.122,Evacuation,5,45
E05039,Z01-002,Z01,North Chennai,14.7,1.802,Normal,15,47
E05040,Z01-081,Z01,North Chennai,15.5,2.096,Normal,9,53
E05041,Z04-093,Z04,Velachery,9.7,1.117,Warning,8,13
E05042,Z03-004,Z03,Adyar,2.6,0.325,Warning,3,57
E05043,Z03-071,Z03,Adyar,10.1,1.087,Warning,16,12
E05044,Z02-077,Z02,Central Chennai,13.2,1.505,Warning,22,34
E05045,Z03-055,Z03,Adyar,9.7,1.122,Normal,15,0
E05046,Z03-012,Z03,Adyar,3.0,0.356,Evacuation,12,27
E05047,Z04-061,Z04,Velachery,10.2,1.735,Evacuation,16,45
E05048,Z04-039,Z04,Velachery,18.8,2.522,Warning,4,36
E05049,Z01-016,Z01,North Chennai,2.5,0.305,Emergency,11,37
E05050,Z03-029,Z03,Adyar,15.0,1.862,Evacuation,11,22
E05051,Z05-029,Z05,South-West Chennai,19.9,1.93,Evacuation,23,14
E05052,Z04-077,Z04,Velachery,11.9,1.156,Warning,9,29
E05053,Z03-081,Z03,Adyar,12.3,1.757,Warning,18,25
E05054,Z05-064,Z05,South-West Chennai,3.1,0.211,Warning,18,27
E05055,Z05-089,Z05,South-West Chennai,3.1,0.302,Evacuation,7,53
E05056,Z01-037,Z01,North Chennai,6.8,0.94,Evacuation,20,6
E05057,Z05-028,Z05,South-West Chennai,18.4,1.364,Warning,9,4
E05058,Z04-024,Z04,Velachery,11.2,1.208,Normal,18,27
E05059,Z03-083,Z03,Adyar,2.9,0.382,Warning,6,39
E05060,Z04-027,Z04,Velachery,2.7,0.349,Evacuation,6,7
E05061,Z02-001,Z02,Central Chennai,8.4,1.013,Warning,15,30
E05062,Z02-026,Z02,Central Chennai,3.0,0.361,Evacuation,4,21
E05063,Z05-056,Z05,South-West Chennai,9.9,1.356,Evacuation,0,14
E05064,Z01-077,Z01,North Chennai,6.5,0.982,Emergency,1,19
E05065,Z01-031,Z01,North Chennai,9.6,0.884,Evacuation,10,23
E05066,Z03-079,Z03,Adyar,7.9,1.205,Emergency,18,34
E05067,Z03-070,Z03,Adyar,18.9,1.515,Normal,18,58
E05068,Z04-096,Z04,Velachery,4.2,0.356,Warning,20,47
E05069,Z04-022,Z04,Velachery,2.6,0.332,Emergency,6,28
E05070,Z05-083,Z05,South-West Chennai,15.3,1.746,Evacuation,9,8
E05071,Z05-042,Z05,South-West Chennai,2.6,0.211,Evacuation,0,21
E05072,Z01-061,Z01,North Chennai,8.0,0.903,Warning,9,9
E05073,Z01-061,Z01,North Chennai,6.6,1.072,Warning,23,17
E05074,Z02-031,Z02,Central Chennai,10.7,0.985,Normal,11,54
E05075,Z04-030,Z04,Velachery,7.6,1.083,Warning,18,32
E05076,Z02-094,Z02,Central Chennai,10.7,1.333,Normal,23,55
E05077,Z01-061,Z01,North Chennai,7.6,0.912,Evacuation,19,47
E05078,Z01-060,Z01,North Chennai,10.9,1.29,Warning,22,25
E05079,Z05-043,Z05,South-West Chennai,9.1,1.179,Emergency,23,9
E05080,Z04-055,Z04,Velachery,8.4,1.186,Evacuation,5,33
E05081,Z01-097,Z01,North Chennai,9.5,1.251,Normal,18,31
E05082,Z02-086,Z02,Central Chennai,11.1,0.989,Warning,20,0
E05083,Z05-006,Z05,South-West Chennai,2.9,0.265,Warning,3,0
E05084,Z01-010,Z01,North Chennai,9.3,1.073,Normal,3,10
E05085,Z05-074,Z05,South-West Chennai,3.3,0.307,Warning,23,25
E05086,Z05-028,Z05,South-West Chennai,16.0,1.267,Evacuation,13,49
E05087,Z01-039,Z01,North Chennai,2.0,0.296,Evacuation,7,15
E05088,Z03-087,Z03,Adyar,2.7,0.292,Evacuation,1,27
E05089,Z02-076,Z02,Central Chennai,4.0,0.309,Normal,21,48
E05090,Z02-061,Z02,Central Chennai,11.8,1.244,Normal,4,7
E05091,Z01-042,Z01,North Chennai,11.1,1.586,Evacuation,5,20
E05092,Z05-049,Z05,South-West Chennai,3.1,0.3,Warning,18,36
E05093,Z02-087,Z02,Central Chennai,8.9,1.168,Evacuation,10,26
E05094,Z02-061,Z02,Central Chennai,13.6,1.184,Normal,10,13
E05095,Z03-064,Z03,Adyar,3.6,0.354,Warning,1,32
E05096,Z01-034,Z01,North Chennai,2.3,0.272,Normal,16,49
E05097,Z01-069,Z01,North Chennai,2.9,0.38,Warning,1,37
E05098,Z04-042,Z04,Velachery,8.8,0.979,Warning,14,42
E05099,Z03-017,Z03,Adyar,8.0,0.946,Evacuation,0,38
E05100,Z02-042,Z02,Central Chennai,13.0,1.963,Evacuation,14,6
E05101,Z01-068,Z01,North Chennai,3.2,0.381,Warning,17,16
E05102,Z03-014,Z03,Adyar,7.6,0.949,Warning,18,14
E05103,Z01-028,Z01,North Chennai,3.0,0.295,Evacuation,11,48
E05104,Z04-078,Z04,Velachery,8.0,1.023,Emergency,12,10
E05105,Z05-080,Z05,South-West Chennai,8.2,0.762,Emergency,23,25
E05106,Z03-046,Z03,Adyar,6.9,0.773,Normal,15,42
E05107,Z01-019,Z01,North Chennai,8.9,0.838,Evacuation,1,55
E05108,Z05-012,Z05,South-West Chennai,2.6,0.329,Warning,2,38
E05109,Z05-099,Z05,South-West Chennai,2.0,0.274,Evacuation,12,19
E05110,Z02-048,Z02,Central Chennai,3.1,0.334,Evacuation,15,36
E05111,Z02-023,Z02,Central Chennai,3.8,0.351,Evacuation,23,7
E05112,Z04-031,Z04,Velachery,3.2,0.476,Evacuation,9,5
E05113,Z03-005,Z03,Adyar,3.1,0.301,Warning,15,21
E05114,Z01-010,Z01,North Chennai,8.9,1.384,Normal,8,34
E05115,Z05-094,Z05,South-West Chennai,2.8,0.227,Warning,16,33
E05116,Z01-033,Z01,North Chennai,6.5,0.847,Evacuation,18,47
E05117,Z02-078,Z02,Central Chennai,18.6,1.822,Evacuation,3,39
E05118,Z02-034,Z02,Central Chennai,11.2,0.84,Evacuation,4,20
E05119,Z05-050,Z05,South-West Chennai,2.5,0.191,Normal,0,36
E05120,Z04-100,Z04,Velachery,8.2,1.29,Evacuation,19,28
E05121,Z03-050,Z03,Adyar,17.7,2.125,Normal,10,39
E05122,Z03-011,Z03,Adyar,12.9,1.625,Evacuation,6,45
E05123,Z04-075,Z04,Velachery,2.8,0.423,Warning,9,52
E05124,Z02-028,Z02,Central Chennai,18.2,1.524,Evacuation,4,57
E05125,Z03-087,Z03,Adyar,3.3,0.268,Emergency,18,33
E05126,Z05-060,Z05,South-West Chennai,10.3,1.071,Warning,4,20
E05127,Z02-011,Z02,Central Chennai,3.6,0.268,Emergency,17,33
E05128,Z03-035,Z03,Adyar,9.4,1.391,Normal,14,9
E05129,Z05-006,Z05,South-West Chennai,2.7,0.258,Normal,7,10
E05130,Z01-029,Z01,North Chennai,3.3,0.426,Evacuation,11,39
E05131,Z04-060,Z04,Velachery,2.9,0.417,Warning,17,41
E05132,Z02-041,Z02,Central Chennai,10.9,1.048,Evacuation,18,16
E05133,Z01-071,Z01,North Chennai,2.4,0.26,Evacuation,8,49
E05134,Z03-015,Z03,Adyar,13.0,1.215,Warning,17,18
E05135,Z01-038,Z01,North Chennai,6.8,1.057,Normal,10,53
E05136,Z05-053,Z05,South-West Chennai,2.1,0.182,Warning,9,10
E05137,Z05-058,Z05,South-West Chennai,10.1,0.935,Emergency,14,42
E05138,Z02-005,Z02,Central Chennai,7.8,0.726,Warning,5,27
E05139,Z05-046,Z05,South-West Chennai,9.7,0.869,Evacuation,23,41
E05140,Z02-024,Z02,Central Chennai,9.8,1.006,Evacuation,22,13
E05141,Z04-009,Z04,Velachery,11.3,1.304,Emergency,7,24
